날짜,제목,내용
2023.06.02.,작년 1000대 상장사 매출 1993조원…삼성전자 21년째 1위,삼성전자의 매출은 1996년 15조8745억원으로 삼성물산과 현대종합상사에 이어 3위에 머물렀다. 이후 2002년 삼성물산을 제치고 처음 국내 매출 1위에 올랐으며 이후 21년간 정상의 자리를 유지하고 있다. 지난해 1000대 기업 전체 매출 중 삼성전자가 차지하는 비중은 10.6% 수준인 것으로 조사됐다....
2023.06.02.,[삼성그룹] 시가총액 3조8319억원 감소...호텔신라 1.55% 상승 '주목',"한편, 삼성물산 종목은 -1.54%를 기록해 삼성그룹 계열사 중 가장 부진한 흐름을 나타냈다. 지난 1일 삼성그룹 전체 계열사의 주가 등락률은 다음과 같다. 표기순서는 등락률 순위, 종목명, 1일 종가, 주가 등락률 이다. 1위 호텔신라 7만8400원(1.55%)▲2위 삼성전기 14만8500원(0.68..."
2023.06.02.,"이영희 삼성전자 사장 ""갤럭시 언팩 국내서""","김기남 삼성전자 종합기술원장(회장), 경계현 반도체(DS)부문 사장을 비롯해 이정배·박용인·최시영·남석우·송재혁·박학규 삼성전자 사장 등이 참석했다. 또 최주선 삼성디스플레이, 장덕현 삼성전기, 남궁범 에스원, 고정석 삼성물산, 최윤호 삼성SDI 사장 등 사장단 50여 명이 참석했다．"
2023.06.02.,이재용 회장 '대관식' 방불케 한 삼성호암상 시상식···삼성 사장단 50여명...,"또 최주선 삼성디스플레이 사장, 최윤호 삼성SDI 사장, 장덕현 삼성전기 사장, 황성우 삼성SDS 사장, 고정석 삼성물산 사장, 존 림 삼성바이오로직스 사장, 고한승 삼성바이오에피스 사장, 남궁범 에스원 사장, 최영무 삼성사회공헌총괄 사장 등 주요 계열사 사장단이 자리를 지켰다. 아울러 전영묵 삼성생명 사장..."
2023.06.03.,건설사 '지배구조 우등생' 여전히 삼성물산…집중투표제 '0곳' 여전,"3일 자산 2조원 이상 '2022 사업연도 지배구조 보고서' 의무제출 대상 건설사 16곳(건설 전문 기업이 아닌 경우 건설 부문 매출이 가장 높지 않은 곳은 제외)의 보고서를 조사한 결과 삼성물산은 지배구조 지표(주주총회 4주 전 소집공고 실시, 전자투표 실시 등) 15개 중 13개를 준수해 가장 모범적인 기업인..."
2023.06.03.,"'삼성물산 투자' 포윈, ESS 제조 역량 개선 박차","포윈 ESS '스택750' 美 자빌에 위탁생산 생산량 늘리고 안정적 공급망 구축 '기대’  삼성물산이 투자한 미국 '포윈(Powin)'이 제조 솔루션 공급업체와 손을 잡는다. 에너지저장장치(ESS) 생산성을 개선, 증가하는 수요에 적기 대응한다는 방침이다. 3일 포윈에 따르면 회사는 지난달 ""확장되는 미국..."
2023.06.03.,[삼성그룹] 시가총액 8조8456억원 증가...삼성중공업 2.15% 상승 '주목',1위 삼성중공업 6180원(2.15%)▲2위 삼성전자 7만2200원(1.83%)▲3위 삼성화재 22만8000원(1.56%)▲4위 삼성생명 6만6900원(1.52%)▲5위 삼성SDI 71만5000원(0.99%)▲6위 제일기획 1만8400원(0.99%)▲7위 삼성증권 3만6600원(0.97%)▲8위 삼성물산 10만9600원(0.64%)▲9위 삼성에스디에스 12만5500원(0.56%)▲10위...
2023.06.03.,"""통장 꺼내볼까""…6월 서울 대단지·역세권 분양 큰 장 선다",삼성물산 건설부문 브랜드인 래미안 대단지로 시장의 관심이 높은 동대문구 이문동 '래미안 라그란데'도 오는 10일 사전홍보관을 홍보하고 본격적인 분양 준비에 나선다. 래미안 라그란데는 총 3069가구의 대단지며 이 중 전용 52~114㎡ 920가구를 일반에 분양한다. 지하철 1호선 외대앞역·신이문역이...
2023.06.03.,"이마트·홈플러스·롯데마트·코스트코 휴무일, 3일(토) 대형마트 대부분 정상...",홈플러스는 1997년 9월 삼성물산에서 홈플러스 1호점인 대구점을 열었다. 홈플러스는 최초의 매장을 대구광역시에 개점하는 등 주로 영남권에 매장을 개설했다. 설립 초기 수도권에 많은 매장을 출점한 이마트와 중복을 피해 영남권에서 우세를 점했다. 2000년대 중반 수도권 지역으로 영업지점을...
2023.06.03.,신사업으로 보릿고개 넘는 건설업계…GS건설·SK에코·IS동서 '미소',"현대건설과 삼성물산, DL이앤씨, 대우건설 등 대형사들은 소형모듈원전(SMR)과 도심항공모빌리티(UAM) 등에 집중하고 있다. 또 현대건설은 지난 3월 주총을 통해 재생에너지전기공급사업 및 소규모전력 중개사업을 신사업으로 낙점한 데 이어 최근 개발사업부 산하에 전력중개거래 신사업팀을 신설했다...."
2023.06.03.,“캐리비안 베이 요원이 눈 안 마주치는 이유? 여러분 안전 때문입니다”,"혹시 고객들 문의에 고개를 안 돌리고 눈을 안 마주쳐도, 오해하지 마세요.” 국내 최대 워터파크 ‘캐리비안 베이’가 지난달 26일 본격 개장한 가운데, 안전을 총괄하는 유제광 삼성물산 에버랜드 리조트사업부 라이프가드 파트장은 안전 요원들이 가장 우선적으로 지켜야 할 원칙이 ‘자기가 맡은 현장에서..."
2023.06.03.,"옷 사러 가니 서점, 책 사러 가니 와인…재미난 ‘팝업’ 세계 [ESC]","문구 전문 오롤리데이 같은 작은 브랜드들이 성공적으로 팝업 스토어를 여는 것을 보고 동서식품이나 아모레퍼시픽, 엘지생활건강, 농심, 삼양식품, 롯데제과, 삼성물산 등 큰 기업들도 본격적으로 팝업 스토어를 구상하게 되었습니다. 유행을 선도하는 권한을 큰 브랜드가 독점할 수 없게 된 것은 팝업..."
2023.06.03.,"[단독] 반포1단지 3주구, LH 명의 땅 취득할까… 6월 중 운명의 1심 판결","지난 3월 3주구 조합은 시공사인 삼성물산과 공사비 3661억원을 인상하는 내용의 공사계약 변경안에 합의, 총 공사비가 1조1748억원으로 늘어났다. 3주구는 같은 달 착공했으며 준공은 2026년 7월 예정이다. 조합 ""승소 자신있다"" 3주구 조합은 1·2·4주구의 선례를 바탕으로 승소를 자신하고 있다. 지난해 2월..."
2023.06.03.,"K리그2 최고의 경기장, 천안시티FC '그린 스타디움'상 수상","'그린 스타디움'상은 K리그 잔디관리 컨설팅 파트너인 삼성물산의 평가(60%), 경기감독관 평가(20%), 선수단 평가(20%)를 합산해 결정된다. 구단 관계자는 ""천안종합운동장은 관리 주체인 천안시시설관리공단의 체계적인 관리로 최상의 그라운드 상태를 갖춘 덕에 좋은 평가를 얻을 수 있었다""며 ""올해 총 세 번에..."
2023.06.04.,"""마누라·자식 빼고 다 바꿔라"" 30년 지난 삼성 현주소는(종합)","재계에서는 사법 리스크 등을 고려하면 등기임원 복귀를 무리하게 추진할 이유가 없다는 의견이 우세하다. 이 회장은 현재 매주 목요일에는 삼성물산-제일모직 부당합병 혐의 재판에, 3주 간격으로 금요일에는 삼성바이오로직스 분식회계 의혹 재판에 출석하고 있다."
2023.06.04.,"매출 1조 클럽 기업, 258개...21년 연속 삼성전자가 TOP","삼성물산과 현대종합상사에 이어 3위 수준이었다. 2002년 '큰집'인 삼성물산을 제치고 국내 최대 매출 기업으로 자리매김했다. 이후부터 아성의 주인은 바뀌지 않고 있다. 그러나 2022년 기준 1000대 기업 전체 매출 중 삼성전자가 차지하는 비중은 10.6%로, 매년 시나브로 줄어들고 있다...."
2023.06.04.,"삼성 “JY, 신성장 동력 육성 등 회장 역할 수행 중”",책임경영 필요성은 오너 일가의 등기임원 복귀로 연결될 것”으로 전망했다. 삼성전자 내부에서는 이같은 가능성을 높게 보고 있진 않다. 이 회장은 삼성물산 불법합병 및 삼성바이오로직스 분식회계 관련 자본시장법 등 위반 혐의로 재판 중인 만큼 사법리스크가 완전히 해소되지 않았다고 보기 때문이다.
2023.06.04.,[삼성그룹 주간동향] 주간 시총 13조8110억 껑충...삼성전기 주간 상승률 1위,03%)▲9위 멀티캠퍼스 3만4600원(0.44%)▲10위 삼성생명 6만6900원(0.3%)▲11위 삼성카드 3만150원(-0.17%)▲12위 삼성물산 10만9600원(-0.27%)▲13위 에스원 5만3600원(-0.37%)▲14위 삼성화재 22만8000원(-1.72%)▲15위 삼성엔지니어링 2만8400원(-2.24%)▲16위 호텔신라 7만8300원(-2.97%)
2023.06.04.,LG전자가 만드는 집…'스마트코티지' 진짜 뜰까?,"실제 GS건설뿐 아니라 삼성물산, DL이엔씨, 현대엔지니어링, KCC건설 등 주요 업체들도 속속 모듈러 주택 사업에 뛰어들고 있다. LG전자는 워케이션(Workation·일하면서 휴가를 즐김)이나 5도(都)2촌(村)(5일은 도시, 2일은 농촌에 거주)과 같은 새로운 주거 문화, 장소에 구애 받지 않는 유연한 근무 방식 등에..."
2023.06.04.,[2022년 분야별 중요판례분석] (13) 회사법,"14.자 2016마5394, 5395, 5396 결정) 원고는 구 삼성물산의 소수주주로서 구 삼성물산이 구 제일모직에 흡수합병될 때에 이를 반대하고 주식매수청구권을 행사하였다. 회사는 매수가격으로서 자본시장법령에 따라 이사회 결의일 전일의 시장주가에 기초하여 1주당 57,234원을 제시하였으나, 원고들은 이에 응하지..."
2023.06.04.,“단순히 사는 곳 아냐”…아파트 상품성 끌올위한 건설사들의 ‘합종연횡’,"삼성물산&헬스케어 스타트업 래미안을 짓는 삼성물산은 스마트헬스 스타트업 3개사와 전략적 파트너십 구축을 위한 업무협약(MOU)를 지난달 12일 체결했다. 업무 협약식에는 송제윤 닥터다이어리 대표, 엠디스퀘어 오수환 대표, 휴레이포지티브 최두아 대표와 삼성물산 측 관계자들이 참석했다. 스타트업 3곳은..."
2023.06.04.,"이마트·홈플러스·롯데마트·코스트코 휴무일, 4일(일) 대형마트 대부분 정상...",홈플러스는 1997년 9월 삼성물산에서 홈플러스 1호점인 대구점을 열었다. 홈플러스는 최초의 매장을 대구광역시에 개점하는 등 주로 영남권에 매장을 개설했다. 설립 초기 수도권에 많은 매장을 출점한 이마트와 중복을 피해 영남권에서 우세를 점했다. 2000년대 중반 수도권 지역으로 영업지점을...
2023.06.04.,[이슈in] 시멘트값 인상 두고 '눈치 싸움'… 건설업계 주름 늘어간다,서초구 래미안 원베일리도 삼성물산과 조합 간 공사비 증액 문제로 입주일이 결정되지 못한 상황이다. 또 서울 성남시 산성구역 재개발조합은 시공단(대우건설·GS건설·SK에코플랜트 컨소시엄)이 공사비를 3.3㎡당 507만원에서 619만원으로 올려야 한다고 하자 지난달 13일 계약을 해지하기로 의결했다....
2023.06.05.,신선언 다시 하면 담길 내용은?[삼성 프랑크푸르트 선언 30주년②],"삼성그룹은 현재 삼성전자(사업지원TF), 삼성생명(금융경쟁력제고TF), 삼성물산(EPC경쟁력강화TF) 등 3개 회사가 각각 태스크포스(TF)를 만들어 계열사들을 관리하고 있다. 하지만 그룹 규모가 방대한 만큼, 계열사간 사업 협력과 중복 사업 조정 같은 '큰 그림'을 그리는 컨트롤타워가 필요하다는 주장이..."
2023.06.05.,"[특징주] 삼성엔지니어링, 여전한 해외수주 모멘텀에 주가 강세","삼성생명의 최대주주는 삼성물산으로 지분 19.34%를 보유하고 있습니다. 삼성물산의 최대주주는 이재용 회장으로 지분 17.97%를 소유하고 있습니다. 국민연금공단은 올해 1분기 삼성엔지니어링 주식 32만여주를 팔아 지분을 낮췄습니다. 삼성엔지니어링은 외국인의 비중이 47.7%, 소액주주의 비중이 67..."
2023.06.05.,"삼성전자 ‘건설디지털’ 인재채용 러시, 왜?","이와 관련, 하이테크 건축설계업계 관계자는 “경쟁기업과 초격차 전략을 구사하고 있는 삼성전자는 대규모 반도체 생산라인의 건설 속도와 품질을 체계적으로 관리해줄 전문인력에 목말라 있다”며, “과거에는 삼성물산과 삼성엔지니어링 등 건설ㆍ플랜트 계열사에 의존해왔다면 이제는 내부..."
2023.06.05.,[업앤다운]건설주 상승…삼성엔지니어링·두산에너빌리티↑,"현대건설과 GS건설 모두 지난 2일에 이어 2거래일 연속 상승세가 이어지고 있다. 그 외 대우건설(+1.99%),코오롱글로벌(+1.56%),금호건설(+1.11%),DL이앤씨(+0.68%),HDC현대산업개발(+0.64%),삼성물산(+0.55%)순으로 상승했다. 이 중 금호건설은 지난 2일 하락세에서 상승세로 전환했다. NSP통신"
2023.06.05.,"기관이 코스피 '견인'...삼성전자 '하락', 車 · 2차전지주 '상승'","시가총액 상위종목 중 삼성물산(0.55%), LG(1.02%), SK(0.12%), 두산에너빌리티(3.10%), SK텔레콤(0.82%) 등이 상승했다. 코스피 지수는 직전거래일 대비 14.05포인트(0.54%) 상승한 2615.41을 기록했다. 기관이 4527억원을 순매수한 반면 개인과 외국인은 각각 4345억원과 223억원을 순매도했다. 거래량은..."
2023.06.05.,한화생명‧DB손보는 연간 수백억 씩 브랜드 사용료 내는데...삼성‧교보생명은...,"삼성의 경우 삼성전자, 삼성생명, 삼성화재, 삼성증권, 삼성물산 등 13개 회사가 상표권을 공동 소유하고 있다. 브랜드 사용료 계산법은 상표의 가치형성 기여도를 감안해 비중에 따라 나눠진다. 지난해 삼성생명은 삼성바이오로직스, 삼성바이오에피스, 에스원, 호텔신라, 삼성자산운용..."
2023.06.05.,[삼성그룹 월간동향] 최근 한달 시총 41조9240억 껑충...삼성전자·삼성중공업...,67%)▲9위 삼성화재 22만8000원(0.22%)▲10위 삼성물산 10만9600원(-0.09%)▲11위 삼성생명 6만6900원(-0.45%)▲12위 삼성엔지니어링 2만8400원(-2.57%)▲13위 제일기획 1만8400원(-3.11%)▲14위 멀티캠퍼스 3만4600원(-3.49%)▲15위 에스원 5만3600원(-8.53%)▲16위 호텔신라 7만8300원(-10.31%)
2023.06.05.,"현장 있던 임원들, 지금은?[삼성 프랑크푸르트 선언 30주년④]","3년 뒤 후임 이학수 실장에 자리를 내준 이후에는 삼성물산 대표이사 회장 및 상임고문, 삼성그룹 일본담당 회장, 삼성 라이온즈 구단주 등을 거쳤다. 현 전 실장은 2010년 삼성을 완전히 떠난다. 이후 2020년 7월 자서전 '위대한 거래'를 통해 이병철 창업회장과 이건희 선대회장과의 숨겨진 일화들을 전하기도..."
2023.06.05.,"""마누라·자식 빼고 다 바꿔라"" 삼성 '신경영 선언' 30주년","재계에서는 사법 리스크 등을 고려하면 등기임원 복귀를 무리하게 추진할 이유가 없다는 의견이 우세합니다. 이 회장은 현재 매주 목요일에는 삼성물산-제일모직 부당합병 혐의 재판에, 3주 간격으로 금요일에는 삼성바이오로직스 분식회계 의혹 재판에 출석하고 있습니다."
2023.06.06.,대출·지분 매각…12조 상속세 마련에 분주한 삼성家,다만 세 사람이 보유한 지분 가치가 늘어난 것은 삼성전자·삼성생명·삼성물산·삼성SDS 등 고 이건희 선대회장이 별세하며 유족들에게 남긴 주식을 나눠 받았기 때문이다. 고 이건희 선대회장은 △삼성전자 2억5000만주 △삼성생명 4200만주 △삼성물산 543만주 △삼성SDS 9700주 등 약 20조원에 달하는 계열사...
2023.06.06.,"[바이오 USA] 삼성바이오로직스 “차세대 항체, 세포유전자 치료제 진출 확대...","삼성바이오로직스가 지난 2021년 말 삼성물산, 삼성벤처투자와 함께 조성한 바이오벤처 투자펀드인 라이프사이언스펀드를 통해 스위스 ADC 기업 아라리스에 투자한 것도 이런 전략의 일환이다. 이처럼 삼성바이오로직스가 차세대 의약품으로 CDMO 영역을 넓히는 것은 글로벌 시장점유율을 높이려는..."
2023.06.06.,"[10년 전 그날] ""마누라·자식빼고 다 바꿔라""···삼성, 20년만에 '신경영'...","이 회장은 현재 매주 목요일에는 삼성물산-제일모직 부당합병 혐의 재판에, 3주 간격으로 금요일에는 삼성바이오로직스 분식회계 의혹 재판에 출석하고 있다. [전국매일신문] 김주현기자 joojoo@jeonmae.co.kr 삼성,신경영20주년,신경영30주년,이건희,이재용,프랑크푸르트선언,삼성물산,제일모직,삼성전자,반도체..."
2023.06.06.,[삼성그룹] 시가총액 1조9910억원 감소...삼성중공업 4.37% 상승 '주목',1위 삼성중공업 6450원(4.37%)▲2위 삼성엔지니어링 2만9350원(3.35%)▲3위 삼성화재 23만1500원(1.54%)▲4위 삼성증권 3만7000원(1.09%)▲5위 에스원 5만4100원(0.93%)▲6위 삼성생명 6만7500원(0.9%)▲7위 제일기획 1만8560원(0.87%)▲8위 삼성물산 11만200원(0.55%)▲9위 삼성에스디에스 12만6100원(0.48...
2023.06.06.,상장사 지배구조 지표 준수율 SKT만 100%…가장 모범적,"삼성전자는 87% 준수율 삼성그룹에서는 공시한 9개 계열사 중 삼성전자, 삼성물산, 삼성전기는 지난해에 이어 87%의 동일한 준수율을 보였다. 삼성바이오로직스가 지난 해 상승에 이어 올해도 20%포인트의 상승률을 보이며 이름을 올렸다. 기업 모두 집중투표제를 채택하지 않았으며 삼성전자는..."
2023.06.06.,"온라인서 맥 못 추는 여성복, “완전히 다른 생태계”","재작년 삼성물산 패션부문이 ‘코텔로’를 런칭했고 대현은 ‘데카브’ 등 2개 브랜드를 온라인 브랜드로 선보였다. 플랫폼에서 런칭된 온라인 브랜드들이 급성장함에 따라, 지난해에는 더 많은 레거시 업체들이 가세해, 시선인터내셔날의 ‘E.B.M’, 제이씨패밀리의 ‘라라폭스’, 세정의 별도법인 모먼의..."
2023.06.06.,‘래미안 원베일리’ 입주 못하나…공사비 해결 난항,삼성물산이 시공하는 래미안 원베일리(신반포3차·경남아파트 통합재건축) 입주가 오는 8월 31일부터 시작된다. 그러나 여전히 공사비 증액에 대한 협상이 진행되지 않아 입주지연 우려가 지속되고 있어 입주예정자들의 불안감이 가중되고 있다. ◇ 총회 전까지 공사비 증액 확정해야 6일 정비업계에...
2023.06.06.,"이마트·홈플러스·롯데마트·코스트코 휴무일, 6일(화) '현충일' 대형마트 영...",홈플러스는 1997년 9월 삼성물산에서 홈플러스 1호점인 대구점을 열었다. 홈플러스는 최초의 매장을 대구광역시에 개점하는 등 주로 영남권에 매장을 개설했다. 설립 초기 수도권에 많은 매장을 출점한 이마트와 중복을 피해 영남권에서 우세를 점했다. 2000년대 중반 수도권 지역으로 영업지점을...
2023.06.07.,"삼성물산 로가디스, 셋업 매출 전년비 90% 신장",삼성물산(028260) 패션부문의 유러피안 컨템포러리 브랜드 로가디스의 지난달 말 누적 매출은 전년 동기 대비 90% 이상 늘었다고 7일 밝혔다. 로가디스 셋업 상품. (사진=삼성물산) 로가디스는 편안하지만 잘 갖춰진 옷을 입고 싶고 스타일과 편안함 사이의 균형을 갖춘 패피를 위한 셋업 상품을 다양하게 출시했다....
2023.06.07.,삼성물산 미래 먹거리 그린수소 '푸른 피 흐른다',"특히 삼성물산 건설부문(삼성물산)은 그린수소 플랜트 선두주자로 평가 받는다. 호주 시장에서 미래 에너지 사업 핵심으로 꼽히는 그린수소 비즈니스 확대를 본격화하고 나서면서, 관련 기업들과 업무협약을 맺는 등 공격적인 투자에 나서고 있다. 이는 삼성물산이 전 세계적인 과제로 떠오른 탄소중립..."
2023.06.07.,"'이건희 DNA→이재용 뉴삼성' 시급한데… ""셈법 복잡""","이 선대회장이 남긴 주식은 삼성전자 4.18%, 삼성생명 20.76%, 삼성물산 2.9%, 삼성SDS 0.01% 등이다. 주식재산 중 가장 규모가 큰 삼성전자 지분을 비롯해 삼성물산과 삼성SDS 지분은 법정상속 비율대로 홍라희 여사가 9분의 3을 받고 이 회장·이부진 호텔신라 사장·이서현 삼성복지재단 이사장 등 세 남매가 9분의..."
2023.06.07.,"[데이터로 보는 증시]삼성전자·LG엔솔, 기관·외국인 코스피 순매수 1위(6월...","외국인은 LG에너지솔루션(1304억원)를 비롯해 포스코퓨처엠(003670)(531억원), 삼성SDI(529억원), SK이노베이션(351억원), LG화학(325억원), 코스모신소재(005070)(270억원), 두산에너빌리티(034020)(204억원), OCI홀딩스(010060)(164억원), HMM(011200)(126억원), 삼성물산(028260)(122억원)..."
2023.06.07.,"‘CDMO 승부수’ 삼성바이오, 송도 ‘5공장 준공’ 5개월 앞당긴 까닭",이와 관련해 삼성바이오로직스는 최근 삼성물산과 펀드를 조성해 해외 ADC 기업인 아라리스 바이오테크에 투자했다. 탄탄한 수주 성과가 자신감으로 이어진 것으로 보인다. 삼성바이오로직스는 글로벌 제약사 20위 기업 중 13개 기업과 수주 계약을 맺었고 현재 9개 기업의 12개 제품을 위탁생산(CMO)...
2023.06.07.,'10만명 먹여살릴' 천재들은 왜 삼성을 떠났나?,"여전히 삼성물산 합병 관련 자본시장법 위반 등의 혐의로 재판 중이다. 1심만 3년째로 오는 금요일 96차 공판이다. 리더십이 불안정하니 삼성의 중심축인 삼성전자도 흔들린다. 2분기에 15년만에 분기적자가 우려된다. 선대 회장의 신경영 30주년이 남다르게 다가오는 이유다. 선대 회장은 위기 때마다 ""인재..."
2023.06.07.,[업앤다운]건설주 상승…두산에너빌리티↑·삼성엔지니어링↓,"삼성물산은 전거래일 대비 1.27%(1400원)상승해 11만1600원으로 장을 마쳤고 코오롱글로벌도 전거래일 대비 0.91%(130원)상승한 1만4410원으로 장을 마감했다. 이어 DL이앤씨(+0.54%),금호건설(+0.47%),HDC현대산업개발(+0.16%)순으로 상승했다. 이 중 삼성물산, DL이앤씨, HDC현대산업개발, 금호건설..."
2023.06.07.,"'삼성 회사 노조'가 한 단체교섭, 2심 ""금속노조와 다시 하라""",▲ 자료사진 금속노조 삼성지회 삼성물산이 금속노조 삼성지회를 와해하기 위해 설립된 '에버랜드노조' 활동 기간에 응하지 않은 금속노조와의 단체교섭을 이행해야 한다는 항소심 판결이 나왔다. 단체교섭권 인정 이전 기간의 단체교섭권까지 소급해서 효력이 발생하지 않는다는 1심 판결이 뒤집혔다. 법원은...
