날짜,제목,내용
2023.06.07.,[마켓Q] 구광모 취임 5년...LG그룹 시가총액 3배 됐다,"HD현대일렉트릭(164.40%), 현대미포조선(79.46%) 등의 시총 상승폭이 컸다. HD현대일렉트릭은 작년 연결 기준 1330억원의 영업이익을 내면서 2017년 설립 이래 최대 실적을 냈다. 2021년 영업이익은 97억원에 불과했었다. 올 1분기에도 전년 동기(167억원) 대비 177.2% 증가한 463억원의 영업이익을 올렸다...."
2023.06.08.,대신證 DCM 영역 확장...사업 다각화 노력 ‘열매’,"올해 대신증권은 HD현대와 HD현대인프라코어, HD현대중공업, HD현대일렉트릭, HD현대건설기계 등 HD현대그룹 및 계열사들의 회사채 대표 주관을 맡았고 신세계센트럴시티와 롯데하이마트의 회사채 주관도 따내면서 업계의 주목을 받았다. 적극적으로 주요 기업들의 딜을 인수하며 성과도 내고 있다. HD현대..."
2023.07.26.,"HD현대일렉트릭, 2분기 영업익 588억 전년比 116.2%↑","HD현대의 전력기기 및 에너지솔루션 계열사인 HD현대일렉트릭이 올해 2분기 매출액 6425억원, 영업이익 588억원을 기록했다고 26일 공시했다. 매출과 영업이익은 각각 전년동기대비 19%, 116.2% 증가했다. 글로벌 전력기기 발주 증가로 제품군별 매출이 고른 성장을 보였다. 특히 변압기와 고압차단기 매출이..."
2023.07.26.,"HD현대일렉트릭, 2분기 영업이익 588억원…전년동기 대비 116%↑","""전력망 구축수요 증가 예상""…연간 수주목표 26.3억달러→31.8억달러 상향 HD현대의 전력기기 및 에너지솔루션 계열사인 HD현대일렉트릭은 올해 2분기 매출이 6천425억원, 영업이익이 588억원으로 잠정집계됐다고 26일 밝혔다. 전년 동기와 비교해 매출은 19.0%, 영업이익은 116.2% 각각 증가했다...."
2023.07.26.,"HD현대일렉트릭, 올해 2분기 매출 6425억원, 영업이익 588억원 달성","올해 2분기 실적 이미지 [사진=HD현대일렉트릭 제공] 라이센스뉴스 = 김진우 기자 | HD현대일렉트릭은 2023년 2분기 실적이 매출 6425억원, 영업이익 588억원을 기록했다고 26일 밝혔다. 지난해 같은 분기와 비교해 매출은 19%, 영업이익은 116.2% 늘었다. 2분기는 글로벌 전력기기 발주 증가로 제품군별 매출이..."
2023.07.26.,"HD현대일렉트릭, 2분기 영업익 588억원 전년比 116.2%↑...글로벌 에너지 전환...",아주경제=김성현 기자 minus1@ajunews.com HD현대의 전력기기 및 에너지솔루션 계열사인 HD현대일렉트릭이 올해 2분기 지난해와 비교해 2배 이상의 영업이익 개선에 성공했다. HD현대일렉트릭은 연결기준 올해 2분기 영업이익이 전년 동기 대비 116.2% 증가한 588억원을 기록했다고 26일 밝혔다. 매출은 전년...
2023.07.26.,"HD현대일렉트릭, 변압기 호조에 2분기 영업익 588억… 전년比 116.2% ↑","뉴데일리 도다솔 기자 = HD현대일렉트릭이 26일 공시를 통해 2023년 2분기에 매출 6425억원, 영업이익 588억원을 기록했다고 밝혔다. 이는 지난해 같은 분기와 비교해 매출은 19%, 영업이익은 116.2% 늘어난 수치다. HD현대일렉트릭은 호실적에 대해 글로벌 전력기기 발주 증가로 제품군별 매출이 고른 성장을..."
2023.07.26.,"HD현대일렉트릭은 2분기 영업익 588억원 기록...""전년 동기 대비 116.2% 증가...","HD현대일렉트릭은 2분기 매출 6425억원, 영업이익 588억원을 기록했다고 26일 밝혔습니다. 전년 동기 대비 매출은 19%, 영업이익은 116.2% 증가했습니다. 글로벌 전력기기 발주 증가로 제품군별 매출이 고른 성장을 보였다고 회사 측은 설명했습니다. 특히 변압기와 고압차단기 매출이 전년 동기 대비 36.6..."
2023.07.26.,"HD현대일렉트릭, 2Q 매출 6425억 원, 영업이익 588억 원 기록","HD현대의 전력기기 및 에너지솔루션 계열사인 HD현대일렉트릭이 26일 공시를 통해 2023년 2분기 실적을 발표했다. HD현대일렉트릭은 2023년 2분기 실적이 매출 6425억 원, 영업이익 588억 원을 기록했다고 밝혔다. 지난해 같은 분기와 비교해 매출은 19%, 영업이익은 116.2% 늘었다. 글로벌 전력기기 발주 증가로..."
2023.07.26.,"HD현대일렉트릭, 2분기 영업익 588억원…전년비 116.2%↑",스마트에프엔 신종모 기자 [스마트에프엔=신종모 기자] HD현대의 전력기기 및 에너지솔루션 계열사인 HD현대일렉트릭이 글로벌 전력기기 발주 증가로 호실적을 기록했다. HD현대일렉트릭은 올해 2분기 영업이익 588억원으로 전년 동기 대비 116.2% 증가했다고 26일 밝혔다. 매출은 6425억원으로 전년 동기...
2023.07.26.,"HD현대일렉트릭, 2분기 매출액 6425억·영업이익 588억···전년比 각각 19%...","HD현대일렉트릭은 올 2분기 매출액 6425억원, 영업이익 588억원을 기록했다고 26일 밝혔다. 지난해 동기 대비 매출액은 19%, 영업이익은 116.2% 늘었다. 글로벌 전력기기 발주 증가로 제품군별 매출이 고른 성장을 보였다는 설명이다. 특히 변압기와 고압차단기 매출이 전년 동기 대비 36.6% 증가하며 실적을..."
2023.07.26.,"HD현대일렉트릭 ""하반기 이익률 더 나아질 것""","HD현대일렉트릭은 26일 열린 2023년 2분기 실적 콘퍼런스콜에서 ""하반기에는 변압기와 고압차단기 등 제품 물량 매출이 더 오르고 미주 법인 수익률이 개선될 것으로 본다. 하반기 이익률도 더 나아질 것""이라고 밝혔다. 이어 ""1분기에는 신사업과 해외법인 이익률 등을 고려해 두 자리 이익률도 힘들다고 봤는데..."
2023.07.27.,"'정유 부진' HD현대 2분기 영업익 62%↓…""조선은 흑자전환""",HD현대일렉트릭(267260)은 글로벌 전력기기 수요 증가 등 업황 호조로 전 제품 모두 고른 성장세를 보이며 전년 동기 대비 19% 증가한 매출 6425억원을 기록했다. 영업이익은 변압기 선별 수주 전략과 회전기·배전반 원가율 개선 효과로 전년 동기 대비 116.2% 증가한 588억원을 거뒀다. HD현대글로벌서비스는...
2023.07.27.,"""HD현대일렉트릭, 연간 수주 목표 또 올렸다""","HD현대의 전력기기 및 에너지솔루션 계열사인 HD현대일렉트릭이 수주 증가에 힘입어 양호한 경영실적을 달성했다. HD현대일렉트릭은 2분기 매출 6425억원, 영업이익 588억원을 기록했다. 지난해 동기와 비교해 매출은 19%, 영업이익은 116.2% 늘었다. 글로벌 전력기기 발주 증가로 제품군별 매출이 고른..."
2023.07.27.,"HD현대, 2분기 영업익 4726억…전년비 61.8%↓","HD현대일렉트릭[267260]은 글로벌 전력기기 수요 증가 등 업황호조로 전 제품 모두 고른 성장세를 보이며 전년 동기 대비 19% 증가한 매출 6425억원을 기록했습니다. 영업이익의 경우 변압기 선별 수주 전략과 회전기, 배전반 원가율 개선 효과로 전년 동기 대비 116.2% 증가한 588억원을 올렸습니다...."
2023.07.27.,두산·LS·HD·효성 '선봉'…2030 에너지신산업 수출 '2배 up',"두산에너빌리티, LS전선, HD현대일렉트릭, 효성중공업 등 에너지 주요 대기업들이 정부, 공공·중소기업들과 에너지신산업 수출에 힘을 모은다. 이들은 정부의 지원 아래 에너지신산업을 육성하고 2030년까지 관련수출을 2배로 늘린다는 포부다. 산업통상자원부는 27일 서울 대한상공회의소에서..."
2023.07.27.,"HD현대일렉트릭, 쌓이는 수주…목표가↑-신한","신한투자증권은 27일 HD현대일렉트릭에 대해 예상보다 빠른 이익률 증가 속도를 보이고 있다고 분석했다. 목표주가를 기존 7만2천원에서 8만7천원으로 상향했다. 투자의견은 '매수'를 유지했다. 이동헌 신한투자증권 연구원은 ""2분기 매출액은 전년 동기 대비 19% 증가한 6천425억원, 영업이익은 116% 오른..."
2023.07.27.,"HD현대, 2분기 영업익 4726억원…전년 比 61.8%↓","HD현대일렉트릭은 글로벌 전력기기 수요 증가 등 업황 호조로 전 제품 모두 고른 성장세를 보이며 매출이 전년 동기 대비 19% 증가한 6425억원을 올렸다. 영업이익도 변압기 선별 수주 전략과 회전기, 배전반 원가율 개선효과로 전년 동기 대비 116.2% 증가한 588억 달러를 기록했다. HD현대글로벌서비스는..."
2023.07.27.,"HD현대, 2분기 영업익 4,726억 … 조선부문 흑자 전환","HD현대일렉트릭은 글로벌 전력기기 수요 증가 등 업황 호조로 전 제품 모두 고른 성장세를 보이며 지난해 같은 기간보다 19% 증가한 매출 6,425억 원을 기록했다. 또한 영업이익의 경우 변압기 선별 수주 전략과 회전기, 배전반 원가율 개선 효과로 지난해 같은 기간보다 116.2% 증가한 588억 원을 거뒀다...."
2023.07.27.,"HD현대, 2분기 매출 15조...조선·건설기계·전력기기 '호황'","HD현대일렉트릭은 글로벌 전력기기 수요 증가 등 업황호조로 전 제품 모두 고른 성장세를 보이며 매출 6425억원, 영업이익은 588억원으로 지난해 동기 대비 각각 19%, 116.2% 증가했다. HD현대글로벌서비스는 선박 부품서비스와 친환경 선박 개조 사업의 매출 확대 지속에 힘입어매출 3644억원과 영업이익..."
2023.07.27.,"HD현대, 올 2분기 영업익 4700억… 전년比 62% 감소","HD현대일렉트릭은 글로벌 전력기기 수요 증가 등 업황호조로 전 제품 모두 고른 성장세를 보이며 전년 동기 대비 19% 증가한 매출 6425억원을 기록했다. 또한 영업이익의 경우 변압기 선별 수주 전략과 회전기, 배전반 원가율 개선 효과로 전년 동기 대비 116.2% 증가한 588억원을 거뒀다...."
2023.07.27.,"HD현대, 2분기 영업익 4726억원 전년비 11.4%↓...조선 흑자전환에도 정유 실...","HD현대일렉트릭은 글로벌 전력기기 수요 증가 등 업황호조로 전 제품 모두 고른 성장세를 보이며 전년 동기 대비 19% 증가한 매출 6425억원을 기록했다. 또 영업이익의 경우 변압기 선별 수주 전략과 회전기, 배전반 원가율 개선 효과로 전년 동기 대비 116.2% 증가한 588억원을 거뒀다...."
2023.07.28.,"[ESG 동반성장] HD현대일렉트릭, 저금리 대출부터 인력 양성까지...협력사 통...",역대 최대 실적을 달성 중인 HD현대일렉트릭이 협력회사에 아낌없는 지원을 베풀며 성장의 과실을 나누고 있다. 과거 경영난을 딛고 실적 호조를 지속하는 원천이 오랜 기간 함께 해온 협력회사 덕분이라는 믿음 때문이다. 약 800여개 이상의 국내외 협력회사와 거래를 두고 있는 HD현대일렉트릭에 있어...
2023.07.28.,"HD현대, 상반기 매출 30조 8953억 원, 영업이익 1조 60억 원","HD현대일렉트릭은 글로벌 전력기기 수요 증가 등 업황 호조로 전 제품 고른 성장세를 보이며 전년 동기 대비 19% 증가한 매출 6425억 원을 기록하였다. 또한 영업이익의 경우 변압기 선별 수주 전략과 회전기, 배전반 원가율 개선 효과로 전년 동기 대비 116.2% 증가한 588억 원을 거뒀다...."
2023.07.28.,"[더벨][지주사 디스카운트 진단]HD현대그룹, 업황이 뒷받침한 주가","HD현대그룹은 지주사뿐만 아니라 중간 지주사도 2개를 두고 있는 '옥상옥' 구조를 갖추고 있다. 지주사인 HD현대 아래 HD한국조선해양과... 2017년 현대중공업을 4개 법인으로 나눴다. 조선·해양 사업을 하는 현대중공업은 존속법인으로 두고 신설법인으로 현대일렉트릭, 현대건설기계, 현대로보틱스..."
2023.07.28.,[더벨][HD현대글로벌서비스 IPO]정기선 사장의 IPO 데뷔…공모 구조에 쏠리는...,"이를 물려받으려면 최고 세율 60%를 적용했을 때 세금만 7500억원가량을 내야한다. 그러나 정 사장은 다른 주요 그룹의 후계자와 달리 재원 마련에 활용할 만한 개인회사가 없다. HD현대 지분을 제외하면 HD한국조선해양 주식 544주, HD현대일렉트릭 주식 156주, HD현대건설기계 주식 152주를 들고 있을 뿐이다."
2023.07.28.,에너지신산업 2030년까지 수출규모 2배로 키운다,"회의에는 이창양 산업부 장관을 비롯해 한국전력공사, 무역보험공사, 수출입은행, 신한은행, 에너지융합대학원, 두산에너빌리티, LS전선, HD현대일렉트릭, 효성중공업 대표 등이 참석했다. 산업부에 따르면 현재 국내 에너지신사업 기업은 2만5000여개, 종사자는 55만명에 달한다. 국내 매출액은 285조원인..."
2023.07.28.,"울산고용지청, '작업전 안전점검회의 우수사례 영상물 공모전' 개최","이어 최우수상은 한화임팩트가, 우수상은 모트라스 울산공장, 장려상은 HD현대일렉트릭과 SK에코엔지니어링 울산 GPS CCPP Project가 각각 수상했다. 대상을 수상한 고려아연 온산제련소팀에게는 고용노동부울산지청장상 및 상품권 100만원, 최우수상에게는 안전보건공단 울산지역본부장상 및 50만원..."
2023.07.28.,울산 기업체 일제히 여름휴가…도심 텅텅 비어,"1만 2000여명이 근무하는 HD현대중공업도 31일부터 8월 10일까지 여름휴가다. 금요일인 28일은 노조 창립기념일이다. 또 휴가 막바지인 8월 11일과 14일... 같은 계열사인 현대미포조선과 현대건설기계, 현대일렉트릭도 휴가 기간이 겹친다. 임직원 3100여 명의 현대미포조선 역시 일감이 많아 특근이 있을..."
2023.07.28.,"고용부 울산지청, TBM 우수사례 영상물 공모전 개최","우수상은 모트라스㈜울산공장이 수상해 상금 30만원, 장려상은 HD현대일렉트릭㈜와 SK에코엔지니어링㈜울산 GPS CCPP Project가 수상해 상금 20만원이 수여됐다. 입선 15팀에게도 상금 10만원이 각각 수여됐다. 대상 및 최우수상 수상자에 대해서는 27일 고용노동부 울산지청서 시상식을 개최했다. 김준휘..."
2023.07.28.,"고용부 TBM우수사례 공모, 고려아연 온산제련소 대상","대상은 'TBM의 중요성'이라는 제목으로 해당 사업장 TBM의 과정을 재치있게 소개한 고려아연 온산제련소가 차지했다. 또 한화임팩트가 최우수상, 모트라스(주)울산공장이 우수상, HD현대일렉트릭 및 SK에코엔지니어링 울산 GPS CCPP Project가 각각 장려상을 수상했다."
2023.07.28.,[마감시황] 2차전지 반등…포스코인터내셔널 +20.12%↑,"23%), HD현대일렉트릭(+3.26%), 이수페타시스(+7.1%) 등 주로 반도체, 포스코그룹주, 2차전지, 해운, 조선 업종이 강세였다. 코스닥에서는 에코프로비엠(+8.23%), 에코프로(+12.08%), 포스코DX(+8.96%), 에스엠(+3.73%), 더블유씨피(+6.06%), 솔브레인(+4.08%), 동진쎄미켐(+4.05%), 루닛(+7.34..."
2023.07.29.,기업·상가 일제히 여름휴가… 내주 울산 ‘한산’,"1만 2000여명이 근무하는 HD현대중공업도 31일부터 8월 10일까지 여름휴가다. 금요일인 28일은 노조 창립기념일이다. 또 휴가 막바지인 8월 11일과 14일 이틀... 같은 계열사인 현대미포조선과 현대건설기계, 현대일렉트릭도 휴가 기간이 겹친다. 임직원 3100여 명의 현대미포조선 역시 일감이 많아 특근이 있을..."
2023.07.30.,바다로 물놀이장으로 '울산은 휴가중',"현대자동차 울산공장은 다음 달 4일까지고, HD현대중공업은 다음달 10일까지다. 현대미포조선, 현대건설기계, 현대일렉트릭 등도 휴가기간이 겹친다. SK이노베이션과 S-OIL 등 석유화학업계는 장치산업 특성상 집단 휴가 없이 24시간 가동체제를 유지한다. 이들 기업은 연월차 사용계획에 따라 연중 자유롭게..."
2023.07.30.,"텅 빈 도심 … 울산 기업, 최장 19일까지 집단 여름휴가 돌입","1만2,000여명이 근무하는 HD현대중공업도 31일부터 8월 10일까지 여름휴가다. 금요일인 28일은 노조 창립기념일이다. 또 휴가 막바지인 8월 11일과 14일 이틀... 같은 계열사인 현대미포조선과 현대건설기계, 현대일렉트릭도 휴가 기간이 겹친다. 임직원 3,100여명의 현대미포조선 역시 일감이 많아 특근이 있을..."
2023.07.31.,"[더벨][증권사 커버리지 지도]'HD현대그룹, KB증권과 '끈끈한' 우정…미래에셋...","HD현대, HD현대오일뱅크, 현대중공업, 현대일렉트릭 등 대부분의 발행에 주관사단으로 참여했다. HD현대그룹이 발행물량을 크게 늘린 올해 KB증권도 실적이 동반 성장한 셈이다. KB증권의 뒤를 이은건 미래에셋증권이다. 인수 건수는 9건으로 선두인 KB증권과 동일했으나, 인수액이 비교적 적은..."
2023.07.31.,"HD현대 주축 조선업 실적 개선 가시화, 권오갑 ‘정기선 체제’ 안착 성과 눈...","전력기기 계열사 HD현대일렉트릭은 매출 6425억 원과 영업이익 588억 원을 거뒀다. 지난해 같은 기간보다 매출은 19%, 영업이익은 116.2% 증가했다. 권오갑 HD현대 회장은 HD현대그룹이 조선, 에너지, 건설기계를 3대 축으로 사업 포트폴리오를 구축하는 데 많은 공을 들여왔다. 권 회장은 정유 중심이었던..."
2023.07.31.,"'툭 하면 먹통인데'…거래소 ""통상적 시스템 오류"" [마켓플러스]","끝나고, 앞으로 수주 규모와 질이 좋아져 견조한 실적 성장이 예상된다""라며 수익성 개선이 가파를 것이라 예상했습니다. HD현대일렉트릭과 LS일렉트릭, 그리고 효성중공업까지 전력기기 업체들의 실적 개선이 숫자로 나타나면서 산업 전체로도 투자 훈풍이 불고 있습니다. 지금까지 마켓플러스 였습니다."
2023.07.31.,[개장시황] 2차전지 반등세 지속…금양 +12.45%,"03%), HD현대일렉트릭(+2.19%), 쌍용C&E(+2.13%) 등 주로 2차전지, 방산, 신재생에너지 업종 등이 상승 중이다. 코스닥은 13.06포인트(+1.43%) 오른 926.80이며 에코프로비엠(+7.24%), 에코프로(+8.24%), 엘앤에프(+3.98%), 포스코DX(+10.48%), HPSP(+5.99%), 더블유씨피(+4.07%), 나노신소재(+7.02..."
2023.07.31.,효성중공업 주가 쑥쑥 이유 있었네...역시! 어닝 서프라이즈 폭표주가 상향,한편 전기장비 관련주인 일진전기 제룡전기 제룡산업 HD현대일렉트릭 가온전선 지투파워 SK시그넷 보성파워텍 제일전기공업 광명전기 LS전선아시아 세명전기 대원전선우 대원전선 일진홀딩스 비나텍 지엔씨에너지 서전기전 이비테크 쎈테크 등도 동반 상승하고 있다.
2023.07.31.,[박정식의 국내 주식시황] 인플레이션 우려 감소와 양호한 기업실적 등으로 상...,"▷LS ELECTRIC·HD현대일렉트릭 2분기 호실적 및 저평가 분석 등에 전력설비 테마 상승. ▷미디어/콘텐츠 업황 회복 기대감 등에 영상콘텐츠 테마 상승. ▷디지털치료·AI 의료기기, 건보 임시 적용 모멘텀 지속 및 지난해 국내 의료기기 생산규모 성장 소식 속 의료기기 테마 상승. ▷글로벌 수소생산 연평균 9.2..."
2023.08.02.,"[더벨][배당정책 리뷰]HD현대, 분기배당 전환으로 확인한 '자신감'",HD현대가 배당을 기대할 수 있는 주요 자회사로는 △HD한국조선해양(조선) △HD현대일렉트릭(중전기장치) △HD현대사이트솔루션(건설기계) △HD현대오일뱅크(정유) △HD현대글로벌서비스(선박 엔지니어링) 등 5곳이 꼽힌다. 이들 중 HD현대의 현재 법인 설립연도인 2017년부터 한 해도 빠짐없이 배당을...
2023.08.02.,‘美 IRA’ 효과로 HD현대·LS·효성 전력기기 3사 수주 잔고 10조 돌파 [비즈...,"HD현대일렉트릭, LS일렉트릭, 효성중공업 등 전력기기 3사들의 총 수주 잔고가 올해 상반기 10조원을 돌파했다. 인플레이션감축법(IRA)을 통해 자국 내 공장 유치에 사활을 걸고 있는 미국을 비롯해 전 세계적으로 인프라 투자가 활발히 일어나면서 전력기기 수요가 증가한 효과다. 2일 업계에 따르면..."
2023.08.02.,"[이넷뉴스 브랜드평판] 두산에너빌리티, 전력설비 브랜드평판 1위···대한전...","전력설비 상장기업 브랜드평판 2023년 8월 빅데이터 분석 순위는 두산에너빌리티, 대한전선, 한국전력, LS, 한전KPS, 효성중공업, 일진전기, LS ELECTRIC, 한전산업, HD현대일렉트릭, 지투파워, LS전선아시아, 보성파워텍, 제일전기공업, 제룡전기 , 가온전선, 비츠로테크, 대원전선, 광명전기..."
2023.08.02.,"팍스경제TV '팍스탁', 양진혁 멘토 론칭...""오를 것 예측해 자리 선점""",포스코 그룹주가 기계 업종이라면 HD현대일렉트릭이나 현대인프라코어 같은 20년간 주가가 못 간 기업의 업황이 좋아지면서 장기폭등을 하게 됩니다. 실제로 그려지고 있기에 이런 것에 동참해야 수익이 발생됩니다. ▲힘들고 어려운 시장에서 전하고 싶은 메세지 전혀 힘들지 않고 좋은 장입니다. 오르지...
2023.08.02.,"[마감시황] 美 신용등급 강등 영향, 아시아 증시 일제히 약세","코스피에서는 포스코인터내셔널(+1.07%), 삼성전기(+1.89%), 두산에너빌리티(+1.09%), SK바이오팜(+1.11%), LG생활건강(+1.81%), 아모레퍼시픽(+5.56%), DB손해보험(+2.28%), 한국항공우주(+1.43%), 현대오토에버(+5.82%), LS(+4.37%), LS ELECTRIC(+9.2%), 한전기술(+1.07%), HD현대일렉트릭(+1.49..."
2023.08.03.,"작년 증시 휩쓴 ‘태조이방원’, 하반기 다시 부상하나","한전기술이 지난 2일 7만5600원에 거래를 마치며 올해 41.57% 상승했고 LS 일렉트릭과 HD현대일렉트릭도 같은 기간 100.36%, 84.92% 상승했다. 반면 태양광주는 올해 홀로 부진한 흐름을 기록하고 있다. 작년 우크라이나 전쟁으로 촉발된 에너지 안보 강화에 태양광이 대체 자원으로 주목을 받았으나 올해 공급..."
2023.08.04.,[더벨][HD현대일렉트릭의 변신]'아픈 손가락'에서 그룹 대전략 선봉으로,HD현대일렉트릭은 2017년 법인 설립 직후 국내와 해외 주요 시장에서의 전기장비 수요 위축으로 대규모 적자를 잇따라 기록하며 경영난에 빠졌다. 그러나 강도 높은 구조조정을 통해 체질개선에 성공하며 이제는 배당까지 실시하는 우량기업으로 탈바꿈했다. 이와 같은 변신의 과정에서...
