날짜,제목,내용
2023.06.06.,에너지 낭비 '그만'…서울 식품매장 냉장고 문 달기 추진,이에 시는 7일 식약품안전처-한국전력공사-한국체인스토어협회-대형유통업체(롯데마트-이마트·이마트에브리데이-GS더프레시-홈플러스)와 관련 업무협약을 체결한다. 서울시는 개방형 냉장고 문 달기 사업을 총괄함과 동시에 행정적·재정적으로 지원한다. 식약처는 냉장고 문 달기 사업 우수사례를 발굴하고...
2023.06.06.,영등포구 상수도관 파열… 오늘 오전까지 1000세대 단수될 듯,"신고를 받고 출동한 소방당국은 현장 인근의 출입을 통제했으며, 상수도관 인근의 변압기 또한 한국전력공사 측의 점검 결과 이상이 없는 것으로 알려졌다. 서울특별시 상수도사업본부 측은 “현재도 계속해서 상수도에서 누수가 진행되고 있어 공사를 진행하기 위해 단수조치가 불가피하다”며 “정확한..."
2023.06.07.,"한국전력, 주택용 에너지캐시백 대폭 증액 지급","한국전력은 주택용 전기 고객의 에너지 소비절약 의식 고취와 전기요금 부담완화를 위해 7월분 전기사용 절감량부터 에너지캐시백을 대폭 증액해 지급한다고 밝혔다. 신청은 7일부터 온라인으로 할 수 있다. 주택용 에너지캐시백은 신청일이 속하는 월분부터 적용하는 것이 원칙이지만, 제도 확대..."
2023.06.07.,"태양광사업자, 전력 출력 차단시킨 산업부·한전 등에 소송","태양광 발전사업자가 전력 공급량과 수요량이 불일치한다며 출력을 차단시킨 산업통상자원부와 한국전력공사, 전력거래소 등에 오는 8일 행정소송을 제기한다. 대한태양광발전사업자협회와 전국태양광발전협회는 제주지역 태양광 발전사업자 12명이 이들을 상대로 출력차단 처분 취소소송을 제기할 예정이라..."
2023.06.07.,"한국전력, 서울시·식약처와 유통업체 에너지효율 향상 추진","한국전력 서울본부 및 남서울본부는 오늘(7일) 서울특별시, 식품의약품안전처와 대형마트 등 유통업체 에너지 절감 및 냉장식품 안전도 향상을 위한 ‘식품매장 개방형 냉장고 문 달기 사업 협력 MOU’를 체결했다고 밝혔다. 백우기 한전 남서울본부 본부장, 전시식 한전 서울본부 본부장, 이인근 서울시..."
2023.06.07.,"한국전력공사 ""주택, 전기사용 줄이면 캐시백 ㎾h당 최대 100원 추가""","다음달 부터…7월분은 집중 완화 위해 '6월부터 8월까지 신청기간' 한국전력공사는 다음달부터 전기 사용량을 줄이면 기존에 받던 에너지캐시백 액수에서 1㎾h당 최대 100원을 더 받을 수 있다고 7일 밝혔다. 한전은 최근 전기요금 인상으로 커진 가계 부담을 줄이고, 에너지 소비 절감을 유도하기 위해..."
2023.06.07.,"한국전력기술, 지속가능 성장&도약 노사공동 비전 선포식","34년만에 민주노총을 탈퇴한 한국전력기술 노조는 지속 가능 성장 및 도약을 위한 노사 공동 비전 선포식을 했다. 지난달 16일, 김천 본사 1층 대강당에서 개최된 ‘노사 공동 비전 선포식’은 한국전력기술 노동조합과 회사가 한마음으로 미래 비전 선포 등 힘찬 재도약 다짐으로 진행됐다. 이날 선포식에는..."
2023.06.07.,"LG전자, 2050년까지 사용전력 재생에너지 100%로 전환하는 'RE100' 동참","Power Purchase Agreement), 한국전력의 녹색프리미엄 등 다양한 방안도 적극 병행한다고 한다. LG전자는 실제로 국내 발전사업자 GS EPS와 협업해 2025년 완공을 목표로 창원 LG스마트파크 통합생산동 옥상에 축구장 3개 면적에 달하는 규모의 직접 PPA 태양광 발전소를 구축하고 있다. 이 가운데 일부는..."
2023.06.07.,"""원천기술 탈취 후 유출""…중소기업·발전공기업 공방","허 대표는 ""2018년부터 한국남동발전이 고성하이화력발전소 현장에 적용하려 한다며 관련 기술자료를 요청해 관련 건설사들과 남동발전, 설계사인 한국전력기술에 제공했다""고 설명했다. 그는 ""남동발전이 본사와의 차별화를 위해 특정 업체에 해당 기술을 적용할 것을 지시했고, 특정 업체는 특허 출원 후 해당..."
2023.06.07.,저소득층 1.51만가구 냉방기기 지원...사회복지시설 190개소 설치,"또한, 국민들에게 에너지 절약방법을 선제적으로 안내하고 절약에 대한 인센티브를 제공하는 것이 중요하다고 강조하며, 이날 점검에 참여한 한국에너지공단, 한국전력공사 등 유관기관에 6월 7일부터 신청을 시작하는 하반기 에너지캐시백에 대한 적극적인 홍보를 당부했다."
2023.06.07.,잠실·삼성·청담·대치 토지거래허가구역 1년 연장,"국제교류복합지구는 코엑스부터 현대차GBC(옛 한국전력공사 부지)를 거쳐 잠실종합운동장으로 이어지는 166만㎡에 국제업무, 스포츠, 엔터테인먼트, 전시·컨벤션 등 4가지 핵심산업시설과 마이스(MICE) 거점을 조성하는 사업이다. 서울시는 이 일대 토지거래허가구역 재지정에 대해 “부동산 시장 과열을..."
2023.06.07.,"남동발전 ""한진엔지니어링 주장하는 기술유출 피해와 무관""","그 과정에서 남동발전과 한국전력기술 등 발전공기업들의 특정업체 밀어주기로 인해 해당 기술자료가 유출되면서 피해를 입었다고 주장했다. 허 대표는 ""관련자 증언에서 모든 하도급 승인과 발주 협의, 특정 기술에 대한 기술 스펙 지시는 발주처인 한국남동발전에 의해 일어났다는 증언을 확보했다""고 말한 바..."
2023.06.09.,"한국전력, UAE 원전 4호기 가동준비 '착착'","UAE 원전사업의 주계약자인 한국전력과 발주사인 UAE원자력공사(ENEC)는 UAE원전 최종호기인 4호기의 건설역무 단계를 완료하고 운영준비단계에 진입했다고 9일 밝혔다. 이번 4호기는2015년 7월 원자로건물 기초 콘크리트 타설을 시작으로 2020년 5월 상온수압시험, 지난해 7월 고온기능시험을..."
2023.06.09.,"한국전력, UAE 원전 4호기 가동준비 착수",UAE 원전사업의 주계약자인 한국전력과 발주사인 UAE원자력공사(ENEC)는 UAE원전 최종호기인 4호기의 건설역무단계를 완료하고 운영준비단계에 진입했다고 9일 밝혔다. 4호기는 지난 2015년 7월 원자로건물 기초 콘크리트 타설을 시작으로 2020년 5월 상온수압시험 및 2022년 7월 고온기능시험...
2023.06.09.,"한국전력 강원본부, 강원특별자치도 출범 기념 ‘농‧특산물 구매 캠페인’",한국전력 강원본부는 강원특별자치도 출범을 기념해 ‘강원지역 농‧특산물 구매 캠페인’을 진행한다고 9일 밝혔다. 지역경제 활성화와 도민과의 상생발전을 위해 마련된 이번 캠페인은 오는 12일부터 9일간 이어진다. 이번 캠페인은 기존 추석맞이 지역 특산품 구매활동을 강원특별자치도 출범에 맞춰 확대...
