날짜,제목,내용
2023.06.04.,"[주간 투자자 동향] 외국인, 반도체 투톱 1조3000억 싹쓸이","13위 고려아연 -163억원(-3만주), 14위 삼성엔지니어링 -158억원(-56만주), 15위 셀트리온 -148억원(-9만주), 16위 현대해상 -146억원(-44만주), 17위 호텔신라 -145억원(-19만주), 18위 현대건설 -144억원(-38만주), 19위 F&F -128억원(-10만주), 20위 오리온 -125억원(-10만주) [개인] 유가증권시장..."
2023.06.05.,【화촉】김용복 고려아연 엔지니어링본부장 딸 결혼,"△송승우·황현자의 아들 하늘 군과 김용복(고려아연 엔지니어링본부장)·임혜연의 딸 민경 양=10일(토) 오후 2시, 울산 JW컨벤션센터(북구 진장유통로 35) 3층 그랜드볼룸, ☎ 010-3865-1111(신부측)."
2023.06.05.,[화촉]송승우·황현자씨의 아들 하늘군과 김용복(고려아연 엔지니어링본부장)...,"△송승우·황현자씨의 아들 하늘군과 김용복(고려아연 엔지니어링본부장)·임혜연씨의 딸 민경양= 6월10일(토) 오후 2시, 울산 JW컨벤션센터(북구 진장유통로 35) 3층 그랜드볼룸."
2023.06.05.,[2차전지 대해부] 노다지로 떠오른 폐배터리 재활용,"비철금속 기업 고려아연과 영풍도 제련소를 운영하며 얻은 금속 회수 기술을 이용해 폐배터리 사업에 뛰어들었다. 고려아연은 최근 미국에 폐배터리 재활용 공장을 건설하겠다고 밝혔다. 고려아연은 지난해 7월 미국의 폐가전제품 수거 업체 이그니오를 인수하면서 현지 수급처를 확보했고, 향후..."
2023.06.05.,코스피 3% 올랐는데…개미 평균 수익률 -2%대,"해당 10개 종목은 포스코(POSCO)홀딩스(4966억원), LG화학(2702억원), LG생활건강(1657억원), 엔씨소프트(1615억원), 두산에너빌리티(1378억원), 아모레퍼시픽(1010억원), 한화솔루션(1008억원), 이마트(782억원), KT&G(781억원), 고려아연(749억원) 순이다. 특히 이 중에서 가장 최악의 수익률을 보인 건..."
2023.06.07.,[화촉]송승우·황현자씨의 아들 하늘군과 김용복(고려아연 엔지니어링본부장)...,"△송승우·황현자씨의 아들 하늘군과 김용복(고려아연 엔지니어링본부장)·임혜연씨의 딸 민경양= 6월10일(토) 오후 2시, 울산 JW컨벤션센터(북구 진장유통로 35) 3층 그랜드볼룸."
2023.06.07.,"이장걸 울산시의원, 바둑 진흥 조례안 대표발의… 시민 바둑교육 등 담아","이 의원은 ""2016년 이세돌 9단 대 인공지능 알파고의 대국과 최근 '더 글로리' 드라마를 통해 바둑에 대한 관심이 높아졌다""면서 ""지난해 전국체전 바둑 종목에서 울산시 종합 우승과 지역 기업체 고려아연의 프로바둑팀 창단 등 지역 바둑문화 기반이 조성되고 있는 만큼 제도적 틀을 마련하고자 조례를 발의했다..."
2023.06.08.,[화촉]송승우·황현자씨의 아들 하늘군과 김용복(고려아연 엔지니어링본부장)...,"△송승우·황현자씨의 아들 하늘군과 김용복(고려아연 엔지니어링본부장)·임혜연씨의 딸 민경양= 6월10일(토) 오후 2시, 울산 JW컨벤션센터(북구 진장유통로 35) 3층 그랜드볼룸."
2023.06.08.,"""주가지수 편출입 종목 주의…수급·주가 변동""","또 전 연구원은 “유동주식 비율 조정으로 메리츠금융지주의 시총 비중이 크게 높아지고 고려아연(010130)과 삼성SDS도 시총 비중이 커지지만, 포스코인터내셔널(047050)과 대우조선해양(042660)은 시총 비중이 작아져 정기 변경보다 유동주식 비율조정에 따른 재조정 충격 노출에 유의할 필요가 있다”고..."
2023.06.08.,“광물은 우리 전공”… 비철금속 기업 ‘배터리 러시’,"아연 생산 규모에서 세계 1위인 고려아연은 일찌감치 배터리에 눈독을 들였다. 2018년에 황산니켈 자회사 켐코, 2020년에 동박(음극재 소재) 자회사 케이잼을 설립했다. 켐코는 지난해 LG화학과의 합작법인인 한국전구체를 세웠다. 한국전구체는 내년 2분기부터 연 2만t 규모의 전구체를 생산할 예정이다...."
2023.06.08.,코스피 기관 순매수도 상위 10종목(8일)...SK하이닉스-삼성전자-메리츠금융지...,"▲ 8일 코스피 시장에서 기관은 SK하이닉스, 삼성전자, 메리츠금융지주, 고려아연을 집중 매수했다.© 연합뉴스. 8일 코스피 시장에서 기관은 SK하이닉스, 삼성전자, 메리츠금융지주, 고려아연을 집중 매수했다. 반면, LG생활건강, 현대차, 기아를 집중 매도했다."
2023.06.08.,"8일 '네 마녀의 날'…""금융투자 매도 압박과 제한된 변동성""","KT&G, 고려아연 등이 신규 반기 배당 가능성을 열어놓고 있다. 금융투자가 배당락일 이전 적극적으로 현물 포지션을 축소하기 어려운 이유다. 또 다른 선물 수급 주체인 투신의 방향성도 주목된다. 투신은 외국인, 금융투자와 선물 시장에 영향을 미치는 주요 수급 주체다. 투신의 선물 시장 포지션은 주로..."
2023.06.08.,"코스피 '네 마녀의 날', 외인 매도에 2,610대 턱걸이…외인 코스모신소재·두...","(169억원), 고려아연(158억원), 코스모화학(156억원), 삼성에스디에스(146억원), 삼성바이오로직스(144억원), 하나금융지주(134억원), 셀트리온(126억원), 성일하이텍(126억원) 등이다. ◆ 기관 매수/매도 종목 기관 순매수 상위 종목은 SK하이닉스(990억원), 삼성전자(352억원), 메리츠금융지주..."
2023.06.08.,'K-배터리' 핵심광물 中 의존도 역대 최고…해법은 '한국 내 공장',"온산의 경우, 고려아연 계열사 켐코와 '한국전구체주식회사'를 설립해 내년 2분기 양산을 목표로 건설 중이며, 새만금은 화유코발트와 함께 연산 10만톤 규모의 공장을 짓는다. 포스코퓨처엠도 화유코발트와의 합작법인을 설립하고, 포항 영일만 일반산업단지에 2027년까지 전구체 생산 공장과 전구체 원료 중..."
2023.06.08.,배터리 생태계 경쟁 역학 구도로 보는 미래 배터리 산업 [삼정KPMG CFO Loung...,"일례로 배터리 소재 기업인 LG화학은 배터리 원료인 황산니켈을 생산하는 켐코(고려아연 자회사)와 합작하여 한국전구체주식회사를 설립했다. 배터리 셀 시장에서는 한국, 중국, 일본 기업이 치열한 경쟁을 벌이고 있는 가운데, 국내 기업의 성장이 돋보인다. 배터리 셀 제조 상위 10대 기업의 시장점유율을..."
2023.06.08.,울산 국가첨단전략산업 특화단지 유치 '빨간불'켜지나,"원소재(고려아연)-전지(삼성SDI)-전기차(현대차)-재사용·재활용 등 이차전지 산업 밸류체인을 연계한 단지형 특화단지를 조성하겠다는 것이다. 이 기업들은 이차전지의 4대 요소인 양극재와 음극재, 전해질, 분리막을 생산하고 제품 생산, 차세대 이차전지 개발, 재활용까지 이어지는 산업망을 구축하고 있어..."
2023.06.08.,[마감시황] 호주 이어 캐나다 금리인상에 약세,"코스피에서는 SK하이닉스(+1.57%), 두산에너빌리티(+2.93%), 삼성화재(+2.76%), HD현대중공업(+1.43%), 고려아연(+1.54%), HMM(+2.67%), 한화솔루션(+2.96%), 롯데케미칼(+1.48%), 현대글로비스(+5.89%), 코스모신소재(+4.27%), 삼성중공업(+1.23%), DB손해보험(+2.3%), 넷마블(+1.79%), 한미약품(+5.57%), 현대차2우B..."
2023.06.09.,[고려아연 반등] 85만원vs52만원 애널리스트 의견 갈려,8일 고려아연이 4거래일 연속 상승해 49만5500원으로 장을 마감했다. 고려아연은 지난 22년 11월부터 계속 하락해 23년 2월 반등 하는듯 했지만 연속된 추가하락으로 주가는 70만원을 달성하는듯 보였지만 현재 40만원대까지 하락했다. ▲고려아연 테크니컬즈는? 테크니컬즈에 따르면 고려아연은...
2023.06.09.,[화촉]송승우·황현자씨의 아들 하늘군과 김용복(고려아연 엔지니어링본부장)...,"△송승우·황현자씨의 아들 하늘군과 김용복(고려아연 엔지니어링본부장)·임혜연씨의 딸 민경양= 6월10일(토) 오후 2시, 울산 JW컨벤션센터(북구 진장유통로 35) 3층 그랜드볼룸."
2023.06.09.,“오늘 공매도 조심하세요”…10개 종목 주시,"전 연구원은 “유동주식 비율 조정으로 메리츠금융지주(138040)의 시총 비중이 크게 높아지고 고려아연(010130)과 삼성에스디에스(018260)도 시총 비중이 커지지만, 포스코인터내셔널(047050)과 대우조선해양(042660)은 시총 비중이 작아져 정기 변경보다 유동주식 비율조정에 따른 재조정 충격 노출에..."
2023.06.09.,국내선 못구하는 재생에너지…태양광 기업조차 'RE100' 가시밭길,"LG전자뿐 아니라 삼성전자(005930)와 삼성SDI(006400), 삼성디스플레이, SK하이닉스(000660)·SK텔레콤(017670) 등 SK그룹 계열사 7개, 고려아연(010130), LG에너지솔루션(373220), 현대자동차(005380), 기아차(000270) 등도 이미 RE100 동참을 선언한 상태다. 한화솔루션(009830)은 K-RE100(한국형 재생에너지 100% 프로그램)..."
2023.06.09.,배터리 핵심소재 '동박' 시장 경쟁 치열해져,고려아연도 최근 동박 제조 자회사 케이잼에 500억원 출자를 결정했다. 자금은 동박 공장 증설 자금으로 사용될 예정이다. 2025년 착공 예정인 1차 증설을 통해 3만t 규모의 연 생산량을 확보하고 2차 증설을 통해 2027년까지 연 생산량을 6만t까지 확대한다는 구상이다. 당초 케이잼은 연산 1만3000t...
2023.06.09.,무협 “각국 경제안보·친환경 정책 우리기업 대응 도울 것”,"패널토론에서는 바바라 와이젤 공동대표이사가 고려아연, 포스코경영연구원 등 우리 기업과의 패널 토론을 통해 미국, 유럽시장 진출을 위한 ESG 경영 강화 방안과 친환경정책 이행을 위한 대응전략을 논의하고, 기업들이 추진하고 있는 구체적인 전략과 사례를 소개하는 시간을 가졌다."
2023.06.09.,"[주식선생 일타] 어제는 무슨 일이?, 코스피 외국인/기관 매수상위 PICK, 코스...","PICK 고려아연(010130) ▶코스닥 외국인/기관 매수상위 PICK 하나마이크론(067310) - 반도체 백엔드 조립 및 테스트 주력 - 반도체 패키징 전문 기업 - 주고객사 삼성전자, SK하이닉스, TEL, AMAT - 파운드리 및 팹리스 업체로 고객처 확대 와이지엔터테인먼트(122870) - 지드래곤 전속계약 종료로 조정 - 지난주..."
2023.06.09.,"코스피, 1년여 만에 2,640대 회복…외인 삼성전자·SK하이닉스·두산에너빌리...","(78억원), 고려아연(77억원), 셀트리온(71억원), 천보(61억원), 포스코엠텍(60억원) 등이다. ◆ 기관 매수/매도 종목 기관 순매수 상위 종목은 루트로닉(1,490억원), 삼성전자(1,028억원), SK하이닉스(584억원), 두산에너빌리티(463억원), LG에너지솔루션(407억원), 포스코홀딩스(361억원), 삼성SDI..."
2023.06.09.,[기업집단 포커스]롯데 신동빈·SM 우오현·DN 김상헌 이사王…IS지주 권민석...,"영풍그룹 장형진 회장은 본인이 최대주주로 있는 영풍이나 지분을 보유하고 있는 코리아써키트, 테라닉스 이사회에는 참여하지 않으면서 씨케이, 에이치씨, 서린상사, 영풍정밀, 고려아연 등의 이사를 겸하고 있다. HL한라그룹 정몽원 회장은 HL홀딩스(옛 한라홀딩스) 이사회 의장이면서 HL만도..."
2023.06.11.,"중구, 맞춤형 복지 서비스 체험 박람회 성료","중구 지역사회보장협의체가 주최·주관하고, 고려아연㈜와 울산사회복지공동모금회가 지원한 이번 행사에는 지역 주민 및 사회복지기관 관계자 등 2,000여명이 함께했다. 이번 행사는 '종갓집 중구 복지를 누리다'라는 표어(슬로건) 아래, 주민 모두가 함께 즐길 수 있는 다양한 볼거리·즐길거리 등으로..."
2023.06.11.,"[주간 투자주체 매매동향] 기관, 삼성전자·SK하이닉스 집중 매수","13위 고려아연 -232억원(-5만주), 14위 현대로템 -228억원(-73만주), 15위 삼성에스디에스 -225억원(-18만주), 16위 DB하이텍 -210억원(-34만주), 17위 SK텔레콤 -204억원(-41만주), 18위 호텔신라 -202억원(-26만주), 19위 엔씨소프트 -179억원(-6만주), 20위 이마트 -170억원(-20만주) [기관]..."
2023.06.11.,주민 모두가 누리는 울산 종갓집 중구 복지,"중구 지역사회보장협의체가 주최·주관하고 고려아연㈜과 울산사회복지공동모금회가 지원한 이번 행사에는 지역 주민 및 사회복지기관 관계자 등 2,000여 명이 함께했다. 이날 행사는 '종갓집 중구 복지를 누리다'라는 주제로 주민 모두가 함께 즐길 수 있는 다양한 볼거리·즐길거리 등으로 꾸며졌다. 행사의..."
2023.06.11.,“불안할 땐 역시 ‘따박따박’이 갑”…다시 돈 몰리는 배당주 펀드 [투자36...,"강송철 유진투자증권 연구원은 ""시장 쏠림이 심한 상황은 반대로 생각하면 시장 관심이 적은, 좋은 종목을 싸게 사는 기회""라며 네이버, LG, 고려아연, 현대글로비스, CJ제일제당, 한국타이어앤테크, 현대건설 등을 추천주로 제시했다."
2023.06.11.,종갓집 복지서비스 체험의 장… '중구 복지박람회' 성료,"이번 행사는 지역 주민 및 사회복지기관 관계자 등 2천여명이 함께한 가운데, 중구 지역사회보장협의체가 주최·주관하고, 고려아연과 울산사회복지공동모금회가 지원했다. 또한 주민 모두가 함께 즐길 수 있는 다양한 볼거리·즐길거리 등으로 꾸며졌다. 중구는 기념식에서 지역사회 기부문화 활성화에 기여한..."
2023.06.11.,울주군의회 제223회 제1차 정례회,"김 의원은 ""온산선은 지난 1979년 온산국가산업단지 내 기업체들의 화물운송을 위해 준공됐다""며 ""남창역에서 온산역까지 8.6km 길이의 철도 노선으로 현재는 비철금속업체인 ㈜영풍에서 고려아연으로 물품을 수송하고 있고, 또 정유업체인 S-OIL에서 이 노선을 사용 중""이라고 설명했다. 그는 ""온양 지역의..."
2023.06.11.,온산국가산단 확장사업 경제성 충족에 '탄력',"순수 산업용지는 28만평으로 이미 S-OIL이 13만평, LS M&M이 5만평, 고려아연이 5만평, 이수화학이 3만평을 점찍어두고 있다. 나머지 가용 산업용지는 2만평으로, 1만 5,000평 부지에 공공산업폐기물매립장이 들어설 예정이다. 5,000평은 기타 중소기업에 분양하거나 지원시설이 들어설 계획이다. 산업용지가 아닌..."
2023.06.12.,"[주식선생 일타] 전일 특징 섹터, 일타선생 주식교실, 주식과외 일타 포트현황...","2% 상승 - 지난 10월 고점 매물대 소화, 2일 연속 상승 - 최근 연기금 매수지속 + 거래량 점증 ▶NAVER 차트 - AI플랫폼 ‘하이퍼클로바‘ 3분기 출시 예정 - 6월 7일 메리츠증권, 목표가 29만원 제시 ▶고려아연 차트 - 바닥권 거래증가 속 2일 연속 기관매수 - 코스피200 변경 후 비중증가, 인덱스수급 유입..."
2023.06.12.,'한국판 수소위원회' 14일 개최…2년만에 그룹 총수들 총출동,"올해에는 최태원 회장, 정의선 회장, 최정우 회장을 비롯해 조현상 효성 부회장, 정기선 HD현대 사장, 이규호 코오롱모빌리티그룹 사장, 최윤범 고려아연 회장 등이 참석하는 것으로 알려졌다. 행사에서는 그룹 총수 등 주요 참석자들이 차례로 발언 기회를 얻어 수소에너지 사업과 관련한 그간의 경과를..."
2023.06.12.,제5회 중구 복지박람회 열려 나눔활동 유공자 감사패 격려,"중구 지역사회보장협의체가 주최·주관하고, 고려아연(주)과 울산사회복지공동모금회가 지원한 이번 행사에는 지역 주민 및 사회복지기관 관계자 등 2000여명이 함께했다. '종갓집 중구 복지를 누리다'라는 표어(슬로건) 아래 주민 모두가 함께 즐길 수 있는 다양한 볼거리·즐길거리 등으로 꾸며졌다. 중구는..."
2023.06.12.,"[특징주] LG화학, 양극재 생산능력 확대에 주가 강세","LG의 최대주주는 구광모 회장으로 지분 15.95%를 갖고 있습니다. LG화학은 외국인의 비중이 47.9%, 소액주주 비중이 55%에 달합니다. LG화학은 지난해 고려아연과 자사주를 교환하면서 보통주를 전량 처분했고 이후 보유하고 있는 보통주 자기주식이 없습니다. 김대성 글로벌이코노믹 연구소장"
2023.06.12.,"한국무역협회, ‘경제안보탄소중립 컨퍼런스’ 개최","패널토론에서는 바바라 와이젤 공동대표이사가 고려아연, 포스코경영연구원 등 우리 기업과의 패널 토론을 통해 미국, 유럽시장 진출을 위한 ESG 경영 강화 방안과 친환경정책 이행을 위한 대응전략을 논의하고, 기업들이 추진하고 있는 구체적인 전략과 사례를 소개했다."
2023.06.12.,"그룹 총수들, ‘코리아 H2 비즈니스 서밋’서 총집결…수소 사업 현안 논의","이번 행사에는 주요 총수 외에도 이규호 코오롱모빌리티그룹 사장, 최윤범 고려아연 회장 등이 참석하는 것으로 알려졌다. 이들 총수는 수소에너지 사업과 관련한 그동안의 경과를 점검하고 향후 전망과 계획, 중점 사업, 글로벌 트렌드 등을 공유할 예정이다. 앞서 H2 서밋은 지난 2021년 9월 공식 출범했다...."
2023.06.12.,“환경기준 통상에 반영… 대중국 디리스킹 유의”,"안드레이 마르쿠(Andrei Marcu) 유럽기후변화·지속가능전환협의회(ERCST) 대표는 유럽연합의 탄소국경조정제도, 핵심원자재법, 탄소중립산업법 등 친환경 전환 정책의 내용과 범위, 우리 기업들의 유의사항에 대해 발표함 패널토론에서는 바바라 와이젤 공동대표이사가 고려아연, 포스코경영연구원 등 우리..."
2023.06.12.,삼아알미늄 주가 룰루랄라~...기관은 13거래일 연속 '왕성한 식욕',"같은 시간 비철금속 관련주인 한창산업 삼보산업 조일알미늄 남선알미늄 크리스탈신소재 대창 조선내화 세토피아 EG 남선알미늄우 이구산업 대호에일엘 동국알앤에스 고려아연 세아메카닉스 아이티센 포스코스틸리온 아이티센 황금에스티 등도 상승중이다. 삼아알미늄은 알루미늄박 생산, 각종 레토르트..."
2023.06.12.,[기고]담대한 도약을 위한 '기업인 상 건립',"이러한 때 민선 8기 김두겸 울산시장은 '민생기업 지원, 기업하기 좋은도시, 조성'을 위해 발벗고 나서 현대자동차 전기자동차 공장과 S-OIL의 9조원대 투자,고려아연을 비롯한 기업들의 15조원 이상의 투자유치를 성공했다. 시공무원들이 기업을 지원하기 위해 현장지원정책 등 기업을 위해 노력하고 있다. 또한..."
2023.06.13.,"“고려아연, 하반기 실적 회복 기대에 목표가 올려”-신한",신한투자증권은 고려아연에 대해 하반기에 실적이 회복될 것으로 전망하며 목표주가를 기존 62만원에서 63만원으로 높여 잡았다. 투자의견은 ‘매수’를 유지했다. 13일 최민우 신한투자증권 연구원은 “이익 추정치를 변경해 목표주가를 상향했다”며 “지금의 밸류에이션 수준에서는 주가 하락보다 상승...
2023.06.13.,"(창간 특집) 이차전지, 新성장 아닌 旣성장 동력자리매김","가장 대표적인 예가 SK그룹, LG화학, 포스코그룹, 고려아연, 에코프로 등을 꼽을 수 있다. 현재 국내 기업 가운데 배터리 4대 핵심소재와 관련한 밸류체인은 다음과 같다. 양극재(양극활물질)는 LG화학·포스코퓨처엠·에코프로·에코프로비엠·엘앤에프·코스모신소재 등이 대표기업이다. 양극박(알루미늄박)은..."
2023.06.13.,'수소 어벤져스’ 뜬다…SK·현대차·포스코 등 주요 재계 수소사업 현 주소,"고려아연 또한 호주 자회사 아크에너지(Ark Energy)를 구심점으로 신재생에너지 기반 수소 밸류체인 구축을 목표하고 있다. 석유화학업계 한 관계자는 ""당장 국내에서 수소사업의 가시적인 성과를 기대하긴 힘들지만, 주요 기업이 관련 사업에 대규모 투자를 진행하고 있고, 일부 기업은 일찌감치 발판을..."
2023.06.13.,"최태원·정의선·최정우 주도 '한국판 수소위원회' H2 서밋, 14일 열린다...1...","이날 행사에는 정의선 회장, 최정우 회장, 조현상 효성 부회장, 정기선 HD현대 사장, 이규호 코오롱모빌리티그룹 사장, 최윤범 고려아연 부사장 등이 참석할 전망이다. '발목 부상' 중인 최태원 회장을 비롯 신동빈 롯데그룹 회장 등의 참석 여부는 확정되지 않았다. 올해 행사에서는 지난 2년간 수소에너지..."
2023.06.13.,[2차전지 대해부] 배터리·소재·車 업계 ‘삼각 동맹’,"LG화학은 고려아연 계열사 켐코와 함께 합작사인 한국전구체를 설립했다. 이 공장에서는 기존 메탈 전구체를 비롯해, 폐기물인 스크랩(Scrap)과 폐배터리에서 추출한 리사이클 메탈도 함께 활용해 전구체를 생산한다. 엘앤에프는 두산에너빌리티와 지난해 배터리 소재 리사이클링 사업을 위한 상호 협력..."
2023.06.14.,"최윤범 고려아연 회장, “수소생태계 활성화 정부관심 필요”",최윤범 고려아연 회장이 14일 열린 ‘KOREA H2 Business Summit’ 2차 총회에서 고려아연이 계획 중인 그린수소 및 그린암모니아 생산과 관련한 내용을 소개하고 그린 수소 활성화에 대해 정부와 관계자들이 관심 가져줄 것을 촉구했다. 이날 총회는 고려아연과 회원사들의 수소 사업 투자 의지를 공표하는 자리로...
2023.06.14.,"[스톡워치] ""고려아연, 아연 제련수수료 인상 효과 기대""","고려아연은 비철금속 제조와 판매, 비철금속 수출입업, 광산개발업을 하는 회사다. 그 외 2차전지 전해동박 생산업, 친환경 자원 순환 사업, 신재생에너지 및 수소개발을 신사업으로 진행한다. 1분기 품목별 매출 비중은 아연 37.6%, 연 15.4%, 금 12.8%, 은 22.4%, 동 4.6%, 기타 7.2%다. 또, 수출과 내수 비중은..."
2023.06.14.,"장 씨-최 씨 일가 경영권 다툼 치열한 고려아연, 'CEO 승계 정책' 조항 삭제....","고려아연(대표 최윤범·박기덕)이 명문화하고 있던 최고경영자 승계절차를 지난해 삭제한 것으로 뒤늦게 알려지면서 그 배경에 관심이 쏠리고 있다. 영풍그룹은 고(故) 장병희·최기호 창업주가 1949년 공동 설립한 이후 이렇다 할 분쟁 없이 장 씨 일가가 영풍 계열, 최 씨 일가가 고려아연 계열을 나눠..."
2023.06.14.,"""수소생태계 구축 위해 정부 지원 필요""…국내 기업 한목소리","이번 총회에는 정의선 현대차그룹 회장과 최재원 SK그룹 수석부회장, 최정우 포스코그룹 회장, 허세홍 GS칼텍스 대표, 정기선 HD 현대 사장, 최윤범 고려아연 회장 등 17개 회원사 대표가 참석했다. 17개 회원사 대표는 서밋 이니셔티브를 통해 2030년 탄소배출 총 감축량의 10% 이상, 2050년 25% 이상을 수소를 통해..."
