날짜,제목,내용
2023.06.03.,"'병호·백호 7타점 합작' KT, 두산전 13-3 완승...4연패 탈출",국내 선수 완전체 타선을 구축한 ‘최하위’ KT 위즈가 전날 완패를 설욕했다. KT는 3일 수원 케이티위즈파크에서 열린 2023 KBO리그 두산 베어스와의 주말 3연전 2차전에서 13-3으로 완승을 거뒀다. 타선이 장단 17안타를 치며 뜨겁게 달아올랐다. 주전 3루수 황재균이 약 한 달 만에 정강이 부상을 회복하고...
2023.06.03.,"[포토] KT, 두산에 13대3 대승 '연패 탈출'",3일 수원 KT위즈파크에서 열린 두산과 KT의 경기. 13대3 대승을 거둔 KT 선수들이 기쁨을 나누고 있다. /2023.6.3
2023.06.03.,"'페디 9승' NC, LG 꺾고 2연승…KT 4연패 탈출(종합)","KT 위즈는 수원 KT위즈파크에서 열린 두산 베어스와의 홈경기에서 17안타를 터뜨려 13-3으로 승리했다. 이날 KT 타선은 시즌 두 번째 선발 전원 안타를 기록했다. 강백호는 3타수 3안타 4타점 1득점으로 맹타를 휘둘렀고, 장성우는 시즌 4호 투런 홈런을 포함해 4타수 2안타 2타점 2득점으로 활약했다...."
2023.06.03.,‘3안타’ 김상수가 이끌고 ‘첫 승’ 박영현이 밀었다…신구조화 돋보인 KT ...,KT WIZ가 베테랑 유격수 김상수의 3안타 1타점 3득점 맹타와 위기를 막고 데뷔 첫 승을 올린 투수 박영현의 호투로 4연패에서 탈출했다. KT는 6월 3일 수원 두산전에서 13대 3으로 승리했다. 이날 승리로 4연패에서 탈출한 KT는 시즌 17승 2무 30패로 리그 최하위를 유지했다. KT는 이날 경기 전 1군 엔트리를 대거...
2023.06.03.,"'반갑다 황재균' 그런데 kt 10명 대거 등말소…""기회 줄 만큼 줬다""","""기회 줄 만큼 줬다."" 이강철 kt 위즈 감독이 3일 수원 두산 베어스전을 앞두고 선수단에 대대적인 변화를 줬다. kt는 이날 내야수 오윤석과 외야수 이시원 홍현빈, 투수 이채호 김정운 등 5명을 1군 엔트리에서 말소하고, 내야수 황재균과 투수 이상동 박세진, 외야수 정준영 안치영 등 5명을 불러올렸다. 이..."
2023.06.03.,"'시즌 최다실점' 두산 김동주, kt전 3이닝 5실점 패전위기",ⓒ연합뉴스 김동주는 3일 오후 5시 수원 kt위즈파크에서 열린 2023 신한은행 SOL KBO리그 kt wiz와의 원정경기에서 3이닝동안 67구를 던져 5실점 8피안타(1피홈런) 무사사구 1탈삼진을 기록했다. 이로써 김동주의 평균자책점은 종전 1.82에서 2.74로 상승했다 올 시즌 두산의 5선발로 낙점 받은 김동주는 이날 경기...
2023.06.03.,[프로야구 수원전적] kt 13-3 두산,▲ 수원전적(3일) 두산 000 300 000 - 3 kt 014 340 10X - 13 △ 승리투수 = 박영현(1승 2패) △ 패전투수 = 김동주(2승 3패) △ 홈런 = 장성우 4호(3회2점·kt) (서울=연합뉴스)
2023.06.04.,"KT 위즈, 퓨처스 연고지 야구 체험 행사 개최",KT 위즈는 3일 퓨처스팀 홈구장 익산야구장에서 유소년 야구 체험 프로그램을 진행했다. 연고지 야구 저변 확대 및 활성화를 위해 마련된 이날 행사에는... 이런 프로그램을 마련해 준 익산시와 KT 야구단에 감사하다”고 말했다. 한편 KT는 앞으로도 6월 익산야구장에서 열리는 홈경기에 영만초등학교....
2023.06.04.,"[포토]kt,두산에 승리 2연승",2023 KBO리그 두산 베어스와 kt 위즈의 경기가 4일 오후 수원 kt 위즈파크에서 열렸다. kt가 5-2로 승리했다. 경기종료후 이강철 감독과 선수들이 승리를 자축하고있다. 수원= /2023.06.04.
2023.06.04.,'청년마케팅' 강화하는 SKT·KT·LGU+…2030이 중요한 이유,"SK텔레콤(SKT), KT, LG유플러스 등 이동통신3사가 청년 세대를 대상으로 신규 요금제를 출시하며 마케팅을 강화에 나서는 이유는 이들의 디지털 미디어 영향력 때문이다. 4일 업계에 따르면 이통3사는 최근 청년들을 대상으로한 신규 요금제를 출시하며 혜택 강화에 나서고 있다. SKT는 만 34세 이하, KT와..."
