날짜,제목,내용
2023.06.02.,"[뉴투분석] HD현대중공업·삼성중공업·한화오션, '두 토끼'로 슈퍼사이클 이...","건조량 조절 능력과 고(高) 선가 유지 전략 펼쳐 환경친화 기조 발맞춰 ' 친환경 선박' 수주에 주력해야 한영석 HD현대중공업 대표, 정진택 삼성중공업 대표, 권혁웅 한화오션 대표 [사진=뉴스투데이DB] [뉴스투데이=남지완 기자] HD현대중공업, 삼성중공업, 한화오션(옛 대우조선해양) 등 이른바 '조선 빅3..."
2023.06.02.,또다른 물 들어온다.. 영역 확장 팔 걷은 한화,"한화그룹 제공 최근 한화오션(옛 대우조선해양)을 새롭게 출범시키며 방위산업과 조선업 시너지를 내고, 누리호 제작 참여로 우주항공산업 확장에 나선 한화그룹이 안주하지 않고 새 미래사업 추진에 한창이다. 한화그룹은 지난달 23일 제3자 배정 유상증자 방식으로 한화오션 인수를 마쳤다. 한화오션을 통해..."
2023.06.02.,조선업계 실적개선 본격화…인력난도 소폭 개선,"한화오션은 한화와의 합병이 마무리된 만큼, 올해 하반기 수주에 속도가 붙을 전망이다. 수주 목표액(68억8000만 달러)을 따라잡을 것으로 보인다. 업황이 살아나면서, 인력난도 서서히 개선될 조짐을 보이고 있다. 2일 전자공시시스템에 따르면, HD현대·삼성중공업·한화오션(구 대우조선해양) 등 조선..."
2023.06.02.,“역량 모아 가치사슬 완성…미래 먹거리 선점”,이를 위해 산업용 가스 세계 1위 린데그룹과 손잡고 합작법인 ‘린데수소에너지’를 설립하기도 했습니다.최근 대우조선해양을 인수해 한화오션으로 재출범시킨 한화그룹은 ‘그린에너지’ 분야에서 두각을 나타낼 것으로 기대됩니다. 자체 해상풍력 사업·글로벌 암모니아 사업이 한화오션과 시너지를 발휘할...
2023.06.02.,조선 ‘빅3’ 14兆 카타르 LNG선 협상 돌입…Q-Max 수주 후 과제는,"카타르에너지와 조선 빅3( HD한국조선해양, 한화오션, 삼성중공업)가 14조원 규모의 LNG선 수주를 두고 이달부터 실무협상에 돌입한다. 이번 협상에서는 일반적인 선형보다 큰 Q-Max에 대한 건조 논의도 이뤄지고 있다. 초대형선 건조에 나설 경우 조선소의 생산성이 떨어질 수밖에 없다...."
2023.06.03.,한화는 다 계획이 있었다,사명도 '한화오션'으로 바꿨습니다. 한화는 한화오션 출범과 동시에 재빨리 움직이고 있습니다. 차세대 배터리 기술 투자에 나서는가 하면 해외 방산업체 인수도 타진 중입니다. 해외 업체 M&A를 위한 준비도 마쳤습니다. 한화가 이처럼 기민하게 움직이는 것은 시너지를 위해서입니다. 부족한 부분을 보완하고...
2023.06.03.,한화오션 쇄빙선 계약해지에 러 선사 1조원대 SIAC 중재 제기,"한화그룹에 인수된 대우조선해양(새 사명 한화오션)이 러시아에 대한 제재와 주문자의 대금 불이행을 이유로 3척의 LNG 수송 쇄빙선 건조계약을 해지한 것과 관련, 선박을 발주한 러시아 선사 3곳이 5월 29일 청구금액 8억 9,000만 달러(한화 약 1조 1,559억원)의 국제중재를 싱가포르 국제중재센터(SIAC)에..."
2023.06.03.,"‘러시아 리스크’ 또 수면 위…러 선주, 한화오션에 손배소 제기","한화오션(구 대우조선해양)이 출범 초기부터 ‘러시아 리스크’에 휘말렸다. 러시아 선주 3 곳이 한화오션이 협상 없이 일방적으로 계약을 해지했다는 이유로 손해배상소송을 제기했기 때문이다. 2일 업계에 따르면, 한화오션은 엘릭슨(Elixon), 아조리아(Azoria), 글로리나(Glorina) 등 러시아 선주 3곳이..."
2023.06.03.,[홍키호테 世窓密視] 마혁과시,"국내에서는 현대중공업과 한화오션(구 대우조선해양)이 2천t급인 손원일급 잠수함을 각각 6척과 3척 건조했으며, 도산 안창호급(3천t급) 잠수함 1·2번함은 한화오션이, 3번함은 현대중공업이 건조했다. 특히, 도산 안창호급에는 수직발사대(VLS)가 장착돼 순항미사일(SLCM)은 물론 잠수함 발사탄도미사일(SLBM)도..."
2023.06.03.,“저가수주 탈출”…숨고르는 조선업계,"정 사장은 최근 내부 회의에서도 수익성에 기반한 선별적 수주를 여러 차례 강조한 것으로 알려졌다 삼성중공업과 한화오션의 경우, 각각 올해 목표의 20%대와 10%대만 달성하면서 더딘 출발을 보이고 있다. 이는 무리한 수주를 하지 않고 거래를 선별해 선가를 높이는 데 집중하는 전략이다. 두 조선사는 올해..."
2023.06.03.,"경남도, '차세대 원전 글로벌 제조거점 육성' 비전 제시","또한, 삼성중공업, 한화오션, 한국전력기술, 한국원자력연구원 등과 함께 육상원전뿐만 아니라, 선박 및 해양플랜트에 적용할 수 있는 용융염원자로 등의 차세대원전 기술개발 및 실증 연구도 추진한다. 원전해체 기술 중 절단·해체·제염 등의 기술개발에 235억원을 투입하고, 사용후핵연료 저장용기의..."
2023.06.03.,"미래에셋증권, 6월 첫째주 SK바이오팜 등 55종목 매수 추천","한화솔루션(009830) 투자 포인트 ▲미국 내 폴리실리콘부터 모듈까지 태양광 밸류체인 수직계열화에 도전하는 유일한 생산자 ▲2023년 발전 사업... 팬오션(028670) 투자 포인트 ▲높아진 실적 반등 가능성 ▲탱커 시황도 3월 이후 반등 중, 장기 시황 불확실성이 상대적으로 낮은 섹터인 만큼..."
2023.06.04.,"'K-조선' 양대산맥 한화-HD현대, 부산 벡스코서 맞붙는다",한화오션과 HD현대중공업이 부산 벡스코에서 열리는 국제해양방위산업전(MADEX 2023)에 참가해 'K-방산' 실력을 겨룬다. 4일 업계에 따르면 한화오션과 HD현대중공업은 오는 7일부터 9일까지 부산 벡스코에서 개최되는 국제해양방위산업전(MADEX 2023)에 각각 부스를 조성한다. 먼저 이번 행사에서 한화그룹은...
2023.06.04.,"조선 빅3, 친환경 선박 분야 ‘초격차 기술’ 확보 총력","4일 관련업계에 따르면 HD한국조선해양, 삼성중공업, 한화오션(옛 대우조선해양) 등 조선 빅3가 수소ㆍ암모니아 추진 선박 등 차세대 친환경 선박 개발을 본격화한다. 먼저 HD한국조선해양은 미국선급협회(ABS)와 드레스덴공대 등 14개 기관과 컨소시엄을 구성해 이달부터 대형 액화수소 화물창 기술 공동..."
2023.06.04.,경남도 외국인 근로자 산재사고 예방 적극 나선다,"이번 사업 교육과정은 경남도를 비롯해 산업안전보건교육원, 안전보건공단 경남본부에서 각각 맡았으며, 경상남도다문화가족지원센터에서는 결혼이주여성에 대한 통역강사 양성과정 참여 안내, 삼성중공업, 한화오션은 소속 외국인 근로자의 안전보건강사 양성과정 선발을 맡아 이번 '원어민 안전보건강사..."
2023.06.04.,"경남도, ‘차세대 원전 글로벌 제조거점 육성’ 비전 제시","또한, 덴마크 시보그사, 삼성중공업, 한화오션, 한국전력기술, 한국원자력연구원 등과 함께 육상원전뿐만 아니라, 선박 및 해양플랜트에 적용할 수 있는 용융염원자로 등의 차세대원전 기술개발 및 실증 연구도 추진한다. 원전해체 기술 중 절단·해체·제염 등의 기술개발에 235억원을 투입하고, 사용..."
2023.06.04.,"“K-방산, 해양으로” 최첨단 신기술, ‘스마트 해군’ 이끈다 [비즈360]","한화오션 ‘데뷔전’에 쏠리는 눈…한화 방산 3사, 시너지 기대감↑ 이번 마덱스 2023에서 K-방산의 대표 기업들은 최첨단 함정 무기체계와 함정·해양방위 시스템, 해양 유·무인 복합전투체계, 해양탐사선·특수선 장비 등을 대거 선보인다. 먼저 시선을 모으는 기업은 지난달 한화그룹의 공식 일원이 된..."
2023.06.04.,"[따로 또 같이]② 김동관·정기선, 선도자로 경쟁자로…에너지·조선·우주 경...","■ 김동관·정기선, 친구에서 경쟁 구도 발단…한화오션 vs HD한국조선해양 최근 한화는 옛 대우조선해양 인수에 성공했다. 그리고 한화오션으로 사명을 변경했다. 이 과정에서 HD현대는 공정거래위원회에 우려의 시각을 전했다. 방산과 조선업을 한 회사가 하게 되면 관련 기업들이 독과점 피해를 입을 수..."
2023.06.05.,수십조원 규모 해외 정부 잠수함 프로젝트…한화오션 수주 기대감 ↑,국내 조선 산업에 등판한 한화오션이 공적 자금으로 연명해 온 과거를 씻고 빠르게 경영 정상화할 수 있을지 관심이 쏠린다. 증권업계 등에선 “한화오션이 올해 하반기부터 본격적으로 실적 개선에 나설 것”이란 전망이 많다. 특히 최근 캐나다와 폴란드 정부가 잠수함 도입 사업을 추진하고 있는 것과...
2023.06.05.,한화오션 MADEX 2023 참가…구축함 등 4종 선보여,"한화오션이 7일부터 부산 벡스코에서 열리는 제13회 국제해양방위산업전(MADEX 2023)에서 최신예 함정 기술력을 선보일 예정이다. MADEX는 방산업체의 홍보와 수출진흥을 위해 격년으로 부산에서 열리는 전시회로 한화오션은 한화에어로스페이스, 한화시스템 등 한화그룹의 방산계열사와 함께 한다...."
2023.06.05.,"한화오션, 'MADEX 2023'서 수상함 명가 기술력 선보인다",한화오션이 오는 7일부터 부산 벡스코에서 열리는 '제13회 국제해양방위 산업전(MADEX 2023)'에 참가해 수상함 명가 기술력을 선보인다고 5일 밝혔다. 사진은 국제해양방위 산업전에 전시되는 한화오션 부스. 2023.6.5 [한화오션 제공. 재판매 및 DB 금지]
2023.06.05.,"한화오션, 마덱스서 최신형 '호위함·구축함' 전시","한화오션은 오는 7일부터 9일까지 부산 벡스코에서 열리는 제13회 국제해양방위산업전(MADEX 2023)에서 총 4종의 수상함을 전시한다고 5일 밝혔다. 이 4종의 수상함은 울산급 Batch-III 호위함, 한국형 구축함 (KDDX), 한국형 차세대 스마트 구축함 (KDDX-S), 합동화력함 등이다. 또 수출형 잠수함 2종과..."
2023.06.05.,8000억 차세대 호위함 누가 품나…한화오션-현중 치열한 각축전,대한민국 해군의 ‘차세대 호위함(FFX Batch-III)’ 최종전이 한화오션과 HD현대중공업의 맞대결로 좁혀지고 있다. 이달 말 발주가 임박하면서 막판 주도권 경쟁이 한층 달아오르는 모양새다. 앞서 불거진 불공정·저가 수주 논란이 이번 수주에 어떤 변수로 작용할지 주목된다. ■방사청 8000억 규모 입찰...
2023.06.05.,"한화오션, 러시아 선주 손해배상 청구에 ‘시끌시끌’ [재계 TALK TALK]","대우조선해양 간판을 내리고 새 출발한 한화오션이 출범 초기부터 암초를 만났다. 러시아 선주사들이 한화오션에 1조원 넘는 손해배상을 제기하면서 조선업계가 시끌시끌하다. 한화오션은 지난 5월 31일 엘릭슨, 아조리아, 글로리나 등 러시아 선주 3곳이 1조1599억원 규모의 손해배상을 주장하며 싱가포르..."
2023.06.05.,"HD한국조선해양, 올해 수주 목표 74% 달성…삼성重·한화오션은","3사 가운데선 HD한국조선해양이 가장 앞서고 있으며 삼성중공업과 한화오션(옛 대우조선해양)이 그 뒤를 잇고 있다. 5일 조선업계에 따르면 HD한국조선해양 산하 조선 3사(HD현대중공업·현대미포조선·현대삼호중공업)는 현재까지 올해 총 93척, 114억2000만달러(약 15조1000억원)를 수주했다. 이는..."
2023.06.05.,"[더벨]한화오션, 대조양 출신 11명 빼고 임원진 교체","한화그룹이 한화오션 인수 이후 임원진을 대거 교체했다. 46명 가운데 35명이 회사를 떠났다. 자리를 지킨 임원 11명은 모두 상무다. 전무 이상 임원은 모두 한화그룹 출신으로 채워졌다. 1일 한화그룹 등에 따르면 현재 한화오션 임원 수는 사외이사를 포함해 등기 임원 9명, 미등기 임원 30명으로 모두..."
2023.06.05.,"‘HD현대’ 정기선-‘한화오션’ 김동관, 자존심 건 행보",정기선 HD현대 겸 HD한국조선해양 사장(41)과 한화오션(옛 대우조선해양) 임원을 맡으며 조선 산업에 첫발을 들인 김동관 한화솔루션 부회장(40)이 자존심을 건 행보를 하고 있다. 재벌 3세인 데다 1살 차이로 평소 절친한 두 사람은 조선 업계 1위를 두고 치열한 경쟁을 벌인다. 5일 업계에 따르면 정 사장은 6...
2023.06.05.,앞서가는 HD한국조선해양…한화오션 ‘맹추격’,한화오션이 등판하면서 한국 조선업이 격변하고 있다. 그간 다른 조선사와 비교해 상대적으로 경영 정상화 속도가 더뎠던 한화오션이 빠르게 실적 개선에 돌입할 것이란 기대감이 나온다. HD한국조선해양이 올해 수주 목표를 빠르게 채워나가는 가운데 한화오션 역시 본격적으로 수주 확대에 나설...
2023.06.06.,[부고] 맹상호(한화오션 책임)씨 빙모상,"라이센스뉴스 = | ▲이해온씨 별세, 맹상호(한화오션 책임)씨 빙모상=5일, 서울아산병원 장례식장 34호실, 발인 7일. ☎"
2023.06.06.,"'대주주 견제' 집중투표제, 채택율 3.3% 불과","집중투표제를 채택하고 있는 기업은 강원랜드, 한화오션(옛 대우조선해양), 지역난방공사, 포스코홀딩스, 한국가스공사, 한국전력공사, KT&G, KT 등의 오너가 없는 8개 기업과 SK그룹의 2개 계열사인 SK텔레콤, SK스퀘어와 SBS 등 3개를 합쳐 11개 기업 뿐이었다. 집중투표제는 2인 이상의 이사 선임을 목적으로 한..."
2023.06.06.,차곡차곡 곶간 채우는 K-조선,"HD한국조선해양이 가장 앞서고 있으며 삼성중공업과 한화오션이 그 뒤를 이어가고 있다. 6일 조선업계에 따르면 HD한국조선해양 산하 조선 3사(HD현대중공업·현대미포조선·현대삼호중공업)는 현재까지 올해 총 93척, 114억2000만달러(약 15조1000억원)를 수주했다. 이는 연간 수주 목표(157억4000만달러)의..."
2023.06.06.,오늘의 부고 종합,"032-460-3444 ▲이해온씨 별세, 강희수·강명희·강진희·강상희·강희교·강희종(아시아경제 부장)씨 모친상, 이수신(대진어패럴 대표)·고성빈(강화 연미정 대표)·유수선·맹상호(한화오션 책임)씨 장모상, 양정임(한국전력 과장)씨 시모상 = 5일 오전 10시, 서울아산병원 장례식장 5호실(6일부터..."
2023.06.06.,[기획]진화하는 산업계 마케팅,"사진은 한화그룹 '대한민국 우주 꿈나무편' 영상 일부분. 사진캡처=한화그룹 영상. 매일일보 = 이상래 기자 | ""나이테처럼 조금씩 같은 간격으로... 올해 CES2023에는 정기선 HD현대 사장이 '오션트랜스포이션(바다 대전환)' 비전을 직접 발표했다. 유튜브, SNS을 활용한 마케팅도 활발해지고 있다. 최태원..."
2023.06.06.,"""주택 힘들다""…건설사 친환경 신사업 드라이브",한화 건설부문은 수처리사업 분야에서 종합 솔루션을 제공하는 '그린 인프라 디벨로퍼'로 나선다. 한화 건설부문은 각 지방자치단체에서 고민하는... 작년에는 1조2000억원으로 전기·전자 폐기물 처리 기업 테스 인수했으며 해상풍력 구조물 기업 삼강앰엔티(SK오션플랜트) 경영권도 확보했다. 최근에는...
2023.06.07.,"한화그룹 김동관 부회장 ""한화오션, 구조조정 안한다""","김동관 한화그룹 부회장은 7일 ""한화오션이 한화그룹 가족이 됐기 때문에 국내는 물론 해외에서 인정받을 수 있도록 많은 투자와 중장기 전략을 세울 것""이라고 말했다. 김 부회장은 이날 오후 부산 벡스코에서 열리는 '국제해양방위산업전(마덱스)에 깜짝 방문해 기자들과 만나 한화오션을 향후 어떻게 이끌어갈..."
2023.06.07.,한화오션 부스 찾은 김동관 부회장…경영정상화 힘 싣는다 [가봤어요],한화오션이 ‘수상함 명가’ 재건을 알린 자리에 김동관 한화그룹 부회장이 깜짝 방문했다. 김동관 부회장은 7일 오전 한화오션 거제사업장을 방문해 임직원을 격려한 이후 제13회 국제해양방위산업전(MADEX)에 꾸려진 한화오션 부스를 찾았다. 이 자리에서 김 부회장은 “한화오션이 잠수함 분야에서 세계...
2023.06.07.,"김동관 한화 부회장 ""한화오션, 인위적인 구조조정 없다""","""추가 인수합병(M&A)은 없으며 한화(000880)오션의 인위적인 구조조정 계획도 없습니다."" 김동관 한화그룹 부회장이 7일 부산 벡스코에서 열린 국제해양방위산업전(MADEX 2023)에 깜짝 방문해 한화오션의 정상화에 집중하겠다는 의지를 밝혔다. 최근 한화그룹에 인수된 한화오션(옛 대우조선해양)은..."
2023.06.07.,"김동관, 한화오션 첫 행사서 ""인위적 구조조정 없다""","김동관 한화그룹 부회장이 한화오션(옛 대우조선해양) 인수 이후 첫 공식행사에서 인위적인 구조조정 없이 정상화를 추진하겠다는 뜻을 밝혔다. 한화오션 첫 공식행사서 김동관 ""구조조정·추가 M&A 없다"" 김 부회장은 7일 부산 벡스코에서 열린 'MADEX(국제해양방위산업전) 2023'에 예고 없이 방문해 한화오션을..."
2023.06.07.,한화오션 거제사업장 방문한 김동관 부회장,김동관 한화그룹 부회장이 7일 한화오션 거제사업장을 방문해 직원들과 인사를 나누고 있다. 2023.6.7 [한화그룹 제공. 재판매 및 DB 금지]
2023.06.07.,"[르포]별들로 수놓인 ‘마덱스’…한화오션, 첨단 방산기술 대공개","7일 부산 벡스코에서 열린 ‘국제해양방위산업전(MADEX, 마덱스) 2023’ 행사장 전경.(영상=김은경 기자) 이번 행사에서 참석자들의 발길을 가장 많이 사로잡은 곳은 한화오션(옛 대우조선해양) 전시 부스였다. 지난달 한화그룹의 공식 일원이 된 한화오션은 출범 후 처음으로 참여한 이번 전시에서 총 4종의..."
2023.06.07.,"HD현대중공업·한화오션, 각각 英 밥콕과 기술협력…캐나다 잠수함 공략",HD현대중공업과 한화오션이 각각 세계적인 방산 기술력을 보유한 영국의 밥콕과 기술협력에 나선다. HD현대중공업은 부산 벡스코에서 열린 'MADEX(국제해양방위산업전) 2023'에서 밥콕 캐나다(Babcock Canada)와 기술협력합의서'(TCA)를 체결했다고 7일 밝혔다. 캐나다 수출용 잠수함 사업을 위한 TCA를 체결한...
2023.06.07.,[포토뉴스] 부산국제조선해양대제전 개막...한화오션 공식무대 데뷔,"Rolls-Royce, Thales, IAI 등 세계적 해양방산 기업들도 참가해 최신 함정 및 잠수함, 무인체계 기술을 선보인다. 특히 한화오션은 출범 이후 처음 참여하는 이번 전시회에서 울산급 Batch-III 호위함, 한국형 구축함(KDDX), 한국형 차세대 스마트 구축함 (KDDX-S), 합동화력함 등 수상함 4종을 전시한다."
2023.06.07.,"김동관 부회장, 한화오션 인수 뒤 깜짝 '현장경영'",김동관 한화그룹 부회장(가운데)이 7일 한화오션 거제사업장을 방문해 임직원들과 인사를 나누고 있다. 사진=한화 제공 김동관 한화그룹 부회장이 한화오션 출범 후 처음으로 거제사업장을 깜짝 방문해 임직원들 만났다. 7일 한화그룹에 따르면 김 부회장은 이날 오전 한화오션 거제사업장을 찾아 새롭게 선임된...
2023.06.08.,'한화오션' 첫 공식 무대…데뷔곡은 '특수선',최근 한화그룹이 인수한 대우조선해양도 새 이름 한화오션으로 신고식을 올렸습니다. 특수선 분야에 방점을 찍겠다는 포부를 내놓았습니다. 박채은 기자가 현장에 다녀왔습니다. [기자] 항공 우주와 지상 방산 계열사를 보유한 한화는 특수선 분야를 보유한 대우조선해양을 인수해 육해공을 아우르는 한국판...
2023.06.08.,김동관 부회장 “한화오션 인위적 구조조정 없어”,"김동관 한화그룹 부회장이 한화오션의 인위적 구조조정은 없으며 회사 정상화에 집중한다고 밝혔습니다. 김 부회장은 어제(7일) 거제 한화오션을 방문해 ""새 가족이 된 한화오션에 많은 투자와 중장기적인 전략을 갖춰 나가겠다""라며 이같이 말했습니다. 김 부회장은 취재진 간담회에서 ""현재 한화오션의..."
2023.06.08.,"한화그룹 식구 된 한화오션, '집중투표제' 배제할까","국내서 11개 사만 채택, 대부분 '오너 없는 기업' 최근 이사회 규정 수정해 대표·이사회 의장 분리 근거 마련 한화오션이 한화그룹의 새 식구로 합류하면서 정관에 집중투표제 배제를 명시할지 주목된다. 현재 국내에서 11개 사만 집중투표제를 실시하고 있는데 그중 한 곳이 한화오션이다. 한화오션은 지난해..."
2023.06.08.,캐나다 잠수함 사업 뛰어든 HD현대중공업···한화오션과 경쟁 될까,한화오션&HD현대중공업 잠수함 수주 실적. / 그래픽=정승아 디자이너 국내 군함 시장의 라이벌 HD현대중공업과 한화오션의 경쟁이 본격화됐다. 조만간 발주 예정인 방위사업청의 차세대호위함과 한국형 구축함(KDDX) 수주전에서 양사가 맞붙는 가운데 캐나다 잠수함 사업에서도 경합을 벌일 예정이다....
2023.06.08.,"한화오션, 노사 상생 선언식…하청 노동자와 교섭은 '미적'","한화오션(옛 대우조선해양)이 지난 30일 전국금속노동조합 대우조선지회(원청 노조)와의 '노사 상생 선언식'을 개최한 가운데, 하청노동자들인 거제통영고성조선하청지회(조선하청지회)와의 교섭은 외면하고 있다. 한화오션과 원청 노조는 지난 30일 '노사 상생 선언식'을 개최해 기존의 단체협약을 승계하고..."
2023.06.08.,"순풍 탄 HD한국조선해양·삼성중공업, 2분기 흑자 전망…한화오션은 3분기부터",한화오션은 3분기가 돼야 흑자가 가능할 것으로 전망된다. 8일 업계에 따르면 조선 빅3(HD한국조선해양·삼성중공업·한화오션) 중 올해 1분기 흑자를 기록한 곳은 삼성중공업이 유일했다. 삼성중공업은 1분기 196억원의 영업이익을 올리며 지난해 1분기 영업손실 949억원에서 흑자전환에 성공했다. 지난...
2023.06.08.,"한화그룹, 한화오션 임원 칼바람…35명 집으로 [기업 백브리핑]","한화그룹으로 편입된 한화오션, 임원들 행보 딱 이 단어 그대로입니다. 직원들 신발 끈 다시 동여매는 때, 임원들 날벼락이 떨어졌습니다. 한화오션 임원 46명 가운데 전무 이상 35명이 집으로 갔습니다. 남은 11명은 이제 막 임원이 된 상무들입니다. 전무 이상 임원은 모두 한화그룹 출신으로 채워졌다고 합니다...."
2023.06.08.,불붙은 '한화' 대 'HD현대' 경쟁…김동관 '마덱스'·정기선 '노르쉬핑' 직접 ...,김 부회장은 그룹 내 방산 계열사들의 시너지를 통해 한화오션(전 대우조선해양(042660)) 수상함 부문 점유율을 확대할 전망입니다. 정 사장은 HD한국조선해양(009540)의 친환경 선박 대전환을 이뤄 도래할 조선업 탄소중립 시대 준비를 집중하고 있습니다. 8일 업계에 따르면 정 사장은 지난 6일부터 오는...
