날짜,제목,내용
2023.06.02.,"[지구를 지켜라①] 기업들, 예술과 결합의 장 속 ‘환경 지킴이’ 되다","▲ KT&G,상상마당 홍대,롯데백화점,리얼스,환경 6월 5일은 환경의 날이다. 1972년 6월 스웨덴 스톡홀름에서 열린 ‘유엔인간환경회의’에서 국제사회가... KT&G, 열 올라 아픈 지구에 커튼을 치다 KT&G 상상마당 홍대 갤러리에서 열리고 있는 기획전 '지구에 커튼을 쳐 줄게' 전시장 입구. '여러분은 지구에 어떤 것을..."
2023.06.02.,손절했으면 큰일날 뻔…수익률 두자릿수 펀드에 담은 종목은,"지난 2월 말 기준 삼성전자(17.36%), KT&G(3.98%), 현대차2우B(3.54%), LS(1.91%), HD현대(1.89%) 등 고배당주 및 저평가 가치주에 주로 투자하고 있다. 신영증권은 “경영불확실성이 높아진 KT는 전량 매도하였고, 경영불확실성이 낮고 기대 배당수익이 더 높은 통신기업은 신규 매수했다”며 “저평가된 IT, 소재..."
2023.06.02.,"HDC현대산업개발, 6월 ‘춘천 레이크시티 아이파크’ 분양 예정","여기에 춘천시립청소년도서관을 비롯해 MBC 춘천방송국, KBS 춘천방송국, KT&G 상상마당 춘천아트센터, 강원국악예술회관, 춘천문화예술회관, 메가박스 남춘천점 등 문화 관련 시설도 가까이에 마련돼 있다. 또 국내 첫 레고랜드인 레고랜드 코리아 리조트의 이용도 수월하다. 편의시설은 단지를 중심으로..."
2023.06.02.,KOSPI 200 Closing Price List-4,"100 KT&G 83,200 UP 200 HD Hyundai Infracore 9,980 UP 480 LG Display 15,950 UP 30 DWEC 4,270 UP 20 KEPCO KPS 34,150 DN 300 Kangwonland 18,130 UP 10 NAVER 204,500 UP 500 NCsoft 319,500 DN 1,500 Kakao 57,200 UP 1,100 Daesang 18,700 UP 120 SKNetworks 4,660 DN 100 TaihanElecWire..."
2023.06.02.,제46회 한미 친선 주간 축하공연 개최,"이날 내·외빈으로는 주한 미8군 사령관, 한국군지원단 지역대장, KT&G 홍보실장 등이 참석했으며, 가수 스텔라 장과 걸그룹 퀸즈아이 등이 무대에 올라 관객들의 큰 호응을 얻었다. 한편, 지난달 30일부터 4일간 개최된 한미 친선 주간 행사는 1977년부터 매년 개최돼 올해로 46회를 맞았으며, 2일 오후 1시..."
2023.06.03.,카자흐스탄에 'KT&G 한국어학당' 개원,김상욱 통신원 = 중앙아시아 카자흐스탄에 한국어 교육과 한류 확산 역할을 맡게 될 'KT&G 한국어학당'이 3일(현지시간) 문을 열었다. KT&G와 통일문화연구원이 지난해 10월 설립 업무협약(MOU)을 맺은지 7개월만에 카자흐스탄 최대도시 알마티에서 한국어학당이 개원식을 갖고 운영을 시작한 것이다....
2023.06.03.,중앙아시아 통일과나눔 아카데미 KT&G 한국어학당 개원,"오늘(3일) 카자흐스탄 알마티시에서 중앙아시아 통일과나눔 아카데미 KT&G 한국어학당 개원식이 열렸습니다. 개원식 행사에는 라종억 통일문화연구원 이사장, 이상학 KT&G 부사장, 장대환 매일경제 회장 등이 참석했습니다. 장대환 회장은 KT&G 어학당이 한국과 카자흐스탄 화합에 기여하고 카자흐스탄 고려인..."
2023.06.03.,"KT&G 상상마당, '홈커밍데이' 아티스트 특강 11월까지 개최",KT&G 상상마당은 6월부터 11월까지 '상상마당 홈커밍데이 : 상상마당 출신 아티스트 토크'를 개최한다고 3일 밝혔다. 상상마당이 배출한 각 분야... 2018에서 금상을 수상한 최은별 토이&그림 작가가 참여한다. 특강에 대한 자세한 정보는 KT&G 상상마당 아카데미 홈페이지 또는 인스타그램을 통해 확인할 수 있다.
2023.06.03.,중앙아시아 통일과나눔 아카데미 KT&G 한국어학당 개원,"오늘(3일) 카자흐스탄 알마티시에서 중앙아시아 통일과나눔 아카데미 KT&G 한국어학당 개원식이 열렸습니다. 개원식 행사에는 라종억 통일문화연구원 이사장, 이상학 KT&G 부사장, 장대환 매일경제 회장 등이 참석했습니다. 장대환 회장은 KT&G 어학당이 한국과 카자흐스탄 화합에 기여하고 카자흐스탄 고려인..."
2023.06.03.,"""불꽃 튀지 않는 치열한 경쟁?"" 전자담배 판촉전",지난해 KT&G에 전자담배 시장 1위 자리를 내어준 한국필립모리스는 11월 들어 일루마 시리즈를 출시 후 올해 1월 서울 지역에서 1위 자리를 탈환했다. 이후 한국필립모리스는 일루마 판매 지역을 확대하며 전국 1위를 노리고 있지만 상황은 녹록지 않다. KT&G 공시를 보면 1분기 전자담배 디바이스 점유율이 60...
2023.06.03.,축사하는 라종억 통일문화연구원 이사장,김상욱 통신원 = 라종억 통일문화연구원 이사장이 3일(현지시간) 카자흐스탄 알마티 KT&G 한국어학당에서 열린 개원식에 참석해 축사하고 있다. KT&G와 통일문화연구원이 공동 후원하는 KT&G 한국어학당은 고려인 동포와 카자흐스탄인을 대상으로 초·중급 한국어 교육과정을 운영할 계획이다. 2023.6.3
2023.06.03.,축사하는 신 안드레이 알마티고려민족중앙회장,김상욱 통신원 = 신 안드레이 알마티고려민족중앙회장이 3일(현지시간) 카자흐스탄 알마티 KT&G 한국어학당에서 열린 개원식에 참석해 축사하고 있다. KT&G와 통일문화연구원이 공동 후원하는 KT&G 한국어학당은 고려인 동포와 카자흐스탄인을 대상으로 초·중급 한국어 교육과정을 운영할 계획이다. 2023.6.3
2023.06.03.,[신간도서] 가장 사업처럼 하는 투자 주주행동주의,"벤저민 그레이엄과 워런 버핏의 ‘정의로운 주주행동’부터 KT&G 투자로 국내에도 잘 알려진 칼 아이칸, 우량기업을 무너뜨린 카를로 카넬의 왜곡된 사례까지 주주와 기업 간 역사적인 대결들을 생생하게 전하며 심층 분석했다.헤지펀드매니저이자 컬럼비아 경영대학원 외래교수인 저자 제프 그램은 미국..."
2023.06.03.,"미래에셋증권, 6월 첫째주 SK바이오팜 등 55종목 매수 추천","KT&G(033780) 여전히 높은 배당 매력도. 1분기 매출과 영업이익은 1조4000억원(-1% YoY), 3165억원(-5% YoY)으로 영업이익 기준 시장 기대치를 소폭 상회 (5~6%). 면세 담배, KGC의 마케팅 비용 효율화에 기인. 2023년 연결 매출액 5조9700억원(+2.1% YoY), 영업이익 1조2400억원(-1.9% YoY) 전망. 목표주가 11만7000원과..."
2023.06.03.,"'영화제 가이드북' 펴낸 김은 저자 ""영화제 안 가본 사람은 있어도, 한 번만 ...","책을 통해 말했던 광명동굴국제판타지페스티벌도 있고, 레지스탕스영화제나 순천만세계동물영화제, KT&G상상마당시네마음악영화제 등 너무 많아요. 책에 담지 않은 영화제 중에서는 충무로뮤지컬영화제에 대한 아쉬움이 드네요. 뮤지컬 장르만을 소개하는 영화제가 있었거든요. 뮤지컬 영화는 유독..."
2023.06.04.,"한·인니 수교 50주년…KT&G, 글로벌 기업시민 역할 강화","KT&G(033780)는 인도네시아에서 소외계층 지원, 미래세대 육성, 긴급 구호 진행 등 활발한 사회공헌 활동을 펼치고 있다고 2일 밝혔다. 한국과... 대표적으로 KT&G는 2020년 인도네시아에 코로나19가 급속도로 확산하며 기초 의료장비가 부족한 상황이 되자 인도네시아 국가재난방재청에 코로나19 진단키트..."
2023.06.04.,"KT&G 상상마당, 예비 아티스트를 위한 무료 특강 '홈커밍데이' 개최",KT&G 상상마당은 6월부터 11월까지 매월 마지막 주 금요일 19시 30분부터 22시까지 무료 특강 <상상마당 홈커밍데이 : 상상마당 출신 아티스트 토크>를 개최한다. 는 그동안 KT&G 상상마당이 배출한 각 분야 아티스트가 문화예술 작가를 꿈꾸는 분들에게 현업에서 필요한 정보와 영감을 전달하는 무료...
2023.06.04.,[부산 공연] 이번 주에 뭐 볼까? [2023년 6월 5~11일],◆먼데이 프로젝트 시즌6 BUSAN ‘윤딴딴 단독 콘서트’ [KT&G 상상마당 부산 라이브홀] 평일 공연 활성화를 지향하는 ‘먼데이 프로젝트’. 이번에는... ▶6월 5일(월) 오후 8시 부산 부산진구 서면로 39 KT&G 상상마당 부산 라이브홀. 전석 6만 6000원. ◆한화와 함께하는 2023 교향악축제 생중계 상영...
2023.06.04.,10개중 9개나…이렇게 망하기도 쉽지않은데 개미들 계좌가 ‘텅’,"(782억원), KT&G(781억원), 고려아연(749억원) 순이었다. 이 중 두산에너빌리티만 유일하게 2.6% 수익률을 거뒀다. KT&G의 순매수 평균 단가도 지난달 31일 종가와 거의 비슷했다. 개인투자자는 낙폭이 컸던 두산에너빌리티를 저가 매수해 수익을 거둔 것으로 보인다. 윤석열 정부의 탈원전 정책 폐기와 한미..."
2023.06.04.,"[주간 투자자 동향] 외국인, 반도체 투톱 1조3000억 싹쓸이","7위 KT&G -334억원(-40만주), 8위 신세계 -317억원(-16만주), 9위 DB하이텍 -303억원(-47만주), 10위 신한지주 -262억원(-75만주), 11위 LG생활건강... 9위 KT&G 405억원(49만주), 10위 DB하이텍 397억원(63만주), 11위 신세계 396억원(20만주), 12위 NAVER 364억원(18만주), 13위 호텔신라 329억원(42만주)..."
2023.06.04.,"[데이터로 보는 증시]SK이노베이션·삼성전자, 기관·외국인 주간 코스피 순매...","(560억원), SK이노베이션(520억원), 삼성전기(349억원)등을 순매수한 반면 POSCO홀딩스(1349억원)를 비롯해 LG화학(985억원), 엔씨소프트(574억원), 현대차(563억원), KB금융(479억원), 삼성전자우(420억원), KT&G(334억원), 신세계(317억원), DB하이텍(303억원), 신한지주(262억원)등을 매도했다."
2023.06.04.,"데이원, 기사회생할까…팬심은 이미 ‘싸늘’","SBS는 안양을 연고지로 KBL리그에 참여했고, 팀명이 KT&G와 KGC로 바뀌었지만 연고지는 옮기지 않았다. 나래가 TG삼보, 그리고 DB 등으로 바뀌었지만 연고지 원주를 떠나지 않았다. 나머지 7개 구단은 모두 연고지를 이전한 전력이 있다. 삼성은 수원에서 서울로, SK는 청주에서 역시 서울로, KT는 부산에서..."
2023.06.04.,“두려워 하지마” 연휴 채워줄 전시 3[주말&],"오는 9월 3일까지 KT&G 상상마당 부산 5F 갤러리에서 진행되는 전시는 요시고의 첫 국내 투어 전으로 기획됐다. 서울에서와 마찬가지로 푸른 지중해를 둘러싼 유럽의 휴양지부터 마이애미, 두바이, 부다페스트 등 세계 여러 여행지를 기록한 350여 점의 사진들을 건축, 다큐멘터리, 풍경 세 가지 섹션으로 구분해..."
2023.06.05.,"KT&G장학재단 ""경찰대학 교육진흥재단과 글로벌 인재 양성""",이상학 KT&G 지속경영본부장(앞줄 오른쪽 두 번째)와 김두연 경찰대학 교육진흥재단 이사장(앞줄 왼쪽 세 번째)가 기념사진을 촬영하는 모습 KT&G장학재단이 경찰대학 교육진흥재단과 지난 달 31일 '글로벌 인재 양성을 위한 업무협약(MOU)'을 체결했다고 밝혔다. 업무협약식은 안홍필 KT&G장학재단...
2023.06.05.,"""난임시술에 조리원도 지원""…KT&G, 저출산 위기 극복 '앞장'","KT&G는 이런 추세에 발맞춰 임직원 출산양육에 따른 지원제도를 마련, 운용 중이라고 5일 밝혔다. 회사 관계자는 ""직원들이 경력 단절 없이 업무 역량을 기를 수 있도록 돕는 동시에 초저출산 문제 해결에도 적극 동참하고 있다""고 설명했다. KT&G는 출산을 앞두거나 육아 여성 직원의 원활한 근무를 위해..."
2023.06.05.,"세종시, 사회적기업 성장지원센터 입주기업 모집",세종시가 오는 7월 어진동 KT&G 건물 6층에 개소할 예정인 '사회적기업 성장지원센터'에 입주할 기업 50곳을 오는 23일까지 모집한다고 5일 밝혔다. 세종시청 청사 본관 전경. 2023.05.30. goongeen@newspim.com '사회적기업 성장지원센터'는 고용노동부 산하 '한국사회적기업진흥원'이 복권기금을 이용해...
2023.06.05.,"충대세 희망도시포럼, 변상욱 전 CBS 대기자 초청 특강","강연 주제는 '미디어 리터러시(미디어 문해력)'로, 이날 오후 5시부터 충남대 농업생명과학대학 KT&G 소강당에서 열린다. 강석구 충대세 희망도시포럼 이사장은 ""언론의 독립과 역할이 이슈가 되고 있는 요즘, 일반 시민들이 어떻게 언론을 비판적으로 이해해야 하는지에 대해서 함께 고민해보기 위해..."
2023.06.05.,KOSPI 200 Closing Price List-3,"110,200 UP 600 PanOcean 4,920 UP 200 SAMSUNG CARD 30,100 DN 50 CheilWorldwide 18,560 UP 160 LOTTE WELLFOOD 110,500 UP 3,200 KT 30,850 UP 250 SHINSEGAE INTERNATIO NAL18260 UP170 LOTTE TOUR 11,290 UP 180 LG Uplus 11,170 UP 90 SAMSUNG LIFE 67,500 UP 600 KT&G 83,100 DN 100 (MORE)"
2023.06.05.,Stocks favored by individual investors yield negative returns in May,"2 billion), KT&G (78.1 billion), and Korea Zinc (74.9 billion). Among these stocks, only Doosan Fuel Cell generated a 2.6 percent return for individual investors. Doosan Fuel Cell shares soared to 19,480 won during trading on April 17 as it attracted attention as a..."
2023.06.05.,"[유통가 레이더] 환경의 날... 매일유업, 멸균팩 재활용 프로젝트 눈길","KT&G의 뷰티 브랜드 동인비가 피부에 촉촉하게 스며들어 3초만에 입체윤기 피부를 완성하는 워터 타입의 오일 에센스, '1899 워터리 오일 에센스'를 출시한다. '1899 워터리 오일 에센스'는 특허 받은 성분 'RG진세닉글로우™'를 담아 피부에 보습감을 전하고 피부결을 매끄럽게 정돈해준다. 1백만개 '크리스탈 오일..."
2023.06.05.,코스피 3% 올랐는데…개미 평균 수익률 -2%대,"해당 10개 종목은 포스코(POSCO)홀딩스(4966억원), LG화학(2702억원), LG생활건강(1657억원), 엔씨소프트(1615억원), 두산에너빌리티(1378억원), 아모레퍼시픽(1010억원), 한화솔루션(1008억원), 이마트(782억원), KT&G(781억원), 고려아연(749억원) 순이다. 특히 이 중에서 가장 최악의 수익률을 보인 건..."
2023.06.05.,"[데이터로 보는 증시]삼성전자·두산에너빌리티, 기관·외국인 코스피 순매수...","두산(000150)(79억원) 등을 순매수한 반면 삼성전자(1020억원)와 POSCO홀딩스(420억원), DB하이텍(196억원), 현대로템(152억원), NAVER(140억원), 삼성전자우(131억원), LG이노텍(87억원), KT&G(79억원), 한화에어로스페이스(75억원), 삼성SDI(72억원), SKC(70억원), 신한지주(56억원) 등을 팔앗다."
2023.06.05.,BAT'글로' 한국 점유율 확대 과제... 시장 공략 속도 낸다,이 기간 동안 제품 전환이 잘 이뤄졌을 경우 올해 추가적인 점유율 상승이 기대된다. BAT로스만스는 점유율을 높여 향후 국내 시장에서 순위 변동을 꿈꾸고 있다. 현재 국내 전자담배 시장 1위는 KT&G와 필립모리스가 치열하게 경쟁하고 있다. 점유율은 45% 내외로 BAT로스만스와 큰 차이를 보이고 있다.
2023.06.06.,"""외국인 썰물""…커지는 KT&G의 고민 [박동휘의 컨슈머 리포트]",행동주의 펀드와의 주주총회 대결에서 완승을 한 KT&G가 연일 주가 약세를 면치 못하면서 경영진의 고심이 깊어지고 있다. 기존 연초 사업을 확대함과 동시에 전자 담배 분야에서도 괄목할 만한 성과를 내겠다는 ‘두 마리 토끼’ 전략에 대한 시장의 의문이 주요 원인이라는 지적이 나온다. KT&G는...
2023.06.06.,인천 번화가 담배꽁초 수거함 '쓰레기통' 전락,"이는 KT&G 사회공헌활동 지원 사업의 한 가지로 2022년 시작했고, 예산은 KT&G에서 전액 지원했다. 당초 KT&G는 흡연자들이 거리에 아무렇게나 버리는 담배꽁초를 줄일 뿐만 아니라, 담배꽁초로 인한 장마철 하수구 막힘 현상을 예방하는가 하면 깨끗한 거리를 만들겠다는 취지로 사업을 시작했다. 하지만 담배꽁초..."
2023.06.06.,상장사 지배구조 지표 준수율 SKT만 100%…가장 모범적,"집중투표제를 채택하고 있는 기업은 강원랜드, 한화오션(옛 대우조선해양), 지역난방공사, 포스코홀딩스, 한국가스공사, 한국전력공사, KT&G, KT 등의... 1개 항목을 제외한 14개를 준수한 기업으로는 네이버, KT&G, LG이노텍, SKC, 한국가스공사 등 5개 기업이다. 지난해와 수는 동일하며 93%의 준수율을 보였던..."
2023.06.06.,정부 지역균형발전 특별법 시행령 제정안 7일 입법예고,"국가균형발전위원회 세종시대 출범식이 지난 4월 4일 오후 세종 KT&G타워 균형위 대회의실에서 열렸다. 국가균형위원회는 지역균형법 공포로 지방시대위원회로 확대 재편된다. /경남도민일보 DB 1장 총칙에 '성장촉진지역', '인구감소지역' 지정 요건과 절차 등을 명시한다. '그 밖의 공공기관'에 포함될 기관들도..."
2023.06.06.,기업 '지배구조 핵심지표' 준수율 62%…SK텔레콤은 100% 준수,"포스코홀딩스를 포함해 네이버, KT&G, LG이노텍, SKC, 한국가스공사 등 총 6개 기업이 준수율 93%를 기록했다. 기업지배구조 보고서를 의무공시한 삼성 9개 계열사 중 삼성전자, 삼성물산, 삼성전기는 지난해와 같은 87%의 준수율을 보였다. LG그룹은 의무공시한 9개 계열사 중 LG전자, LG화학, LG디스플레이..."
2023.06.06.,상장사 '기업지배구조 핵심지표' 준수율 평균 62.4% ... SK텔레콤만 유일하게...,"집중투표제를 채택하고 있는 기업은 강원랜드, 한화오션(옛 대우조선해양), 지역난방공사, 포스코홀딩스, 한국가스공사, 한국전력공사, KT&G, KT 등의... 1개 항목을 제외한 14개를 준수(준수율 93%)한 기업으로는 포스코홀딩스를 비롯 네이버, KT&G, LG이노텍, SKC, 한국가스공사 등 6개 기업이었다. 지난 2021년..."
2023.06.06.,기업 '지배구조 핵심지표' 준수율 62%…SK텔레콤은 100% 준수,"네이버, KT&G, LG이노텍, SKC, 한국가스공사 등 총 6개 기업이 준수율 93%를 기록했다. 기업지배구조 보고서를 의무공시한 삼성 9개 계열사 중 삼성전자, 삼성물산, 삼성전기는 지난해와 같은 87%의 준수율을 보였고, LG그룹은 의무공시한 9개 계열사 중 LG전자, LG화학, LG디스플레이, LG생활건강 등 4곳이..."
2023.06.06.,기업 '지배구조 핵심지표' 준수율 62%…전년보다 소폭 상승,"포스코홀딩스를 포함해 네이버, KT&G, LG이노텍, SKC, 한국가스공사 등 총 6개 기업이 준수율 93%를 기록했습니다. 기업지배구조 보고서를 의무공시한 삼성 9개 계열사 중 삼성전자, 삼성물산, 삼성전기는 지난해와 같은 87%의 준수율을 보였습니다. LG그룹은 의무공시한 9개 계열사 중 LG전자, LG화학..."
2023.06.07.,"KT&G, 카자흐스탄에 'KT&G 한국어학당' 개관","KT&G는 중앙아시아 국가인 카자흐스탄의 최대도시 알마티에 'KT&G 한국어학당'을 개관했다고 7일 밝혔다. 지난 3일에 열린 알마티 KT&G 한국어학당 개관식엔 이상학 KT&G 지속경영본부장(부사장)과 박내천 주알마티 총영사, 라종억 통일문화연구원 이사장 등 관계자들이 참석했다. 현재 카자흐스탄에는 1937년..."
2023.06.07.,"KT&G, 카자흐스탄에 ‘KT&G 한국어학당’ 개관… 인니 이어 두 번째","KT&G가 중앙아시아 국가인 카자흐스탄의 최대도시 알마티에 ‘KT&G 한국어학당’을 개관했다고 7일 밝혔다. 앞서 KT&G는 2014년 인도네시아에 첫 번째 ‘KT&G 한국어학당’을 설립한 바 있다. 현재까지 2800여 명의 수강생을 대상으로 한국어 교육을 진행했으며, 2017년에는 ‘상상유니브 자카르타’를 설립해..."
2023.06.07.,"KT&G, 카자흐스탄에 ‘KT&G 한국어학당’ 개관","KT&G가 중앙아시아 카자흐스탄 최대 도시 알마티에 ‘KT&G 한국어학당’을 개관했다고 7일 밝혔다. 동남아 인도네시아에 이어 두 번째다. 지난 3일에 열린 개관식에는 이상학 KT&G 지속경영본부장 부사장과 박내천 주알마티 총영사, 라종억 통일문화연구원 이사장 등 관계자가 참석했다. 카자흐스탄에는..."
2023.06.07.,"KT&G, 카자흐스탄에 두 번째 'KT&G 한국어학당'개관","KT&G가 중앙아시아 국가인 카자흐스탄의 최대도시 알마티에 'KT&G 한국어학당'을 개관했다. 지난 3일에 열린 알마티 'KT&G 한국어학당' 개관식에는 이상학 KT&G 지속경영본부장(부사장)과 박내천 주알마티 총영사, 라종억 통일문화연구원 이사장 등 관계자들이 참석했다. 현재 카자흐스탄에는 1937년..."
2023.06.07.,"KT&G, 카자흐스탄 알마티에 'KT&G 한국어학당' 개관",KT&G는 카자흐스탄의 최대도시 알마티에 'KT&G 한국어학당'을 개관했다고 7일 밝혔다. 현재 카자흐스탄에는 1937년 연해주에서 중앙아시아로 이주한 고려인들의 후손 십만여 명이 거주하고 있다. KT&G는 '한국어학당' 설립을 통해 현지 고려인들과 카자흐스탄인들을 대상으로 한국어 교육과 장학지원 등...
2023.06.07.,"KT&G, 카자흐스탄에 '한국어학당' 개관...글로벌 인재 육성",카자흐스탄 'KT&G 한국어학당' 개관식 기념사진.(자료=KT&G) KT&G가 카자흐스탄 알마티에 'KT&G 한국어학당'을 개관해 현지인 대상 한국어 교육과 장학지원 등 글로벌 인재육성에 나선다. 지난 3일에 열린 알마티 'KT&G 한국어학당' 개관식에는 이상학 KT&G 지속경영본부장(부사장)과 박내천 주알마티 총영사...
2023.06.07.,"KT&G, 카자흐스탄에 '한국어학당' 개관...인니 이어 2번째","이상학 KT&G 지속경영본부장(오른쪽 세 번째)과 박내천 주알마티 총영사(왼쪽 첫 번째), 라종억 통일문화연구원 이사장(왼쪽 세 번째) 등 관계자들이 알마티 한국어학당 개원식을 가졌다. [사진 KT&G] KT&G가 중동 국가인 카자흐스탄의 최대도시 알마티에 'KT&G 한국어학당'을 개관했다고 7일 밝혔다. 지난 3일..."
