날짜,제목,내용
2023.06.04.,"“삼성·SK, 마이크론 공백 메우지 마” 미 하원 외교위원장 가세",특히 삼성전자와 에스케이(SK)하이닉스가 마이크론의 판매 공백을 메우는 것에 미국이 반대 입장을 밝혔다는 <파이낸셜 타임스> 보도에 대해 장영진 산업통상자원부 1차관이 지난달 22일 기자간담회에서 “정부가 이래라저래라 할 수 있는 사항은 아니고 기업이 판단할 문제”라고 밝힌 것도 문제삼았다. 서한은...
2023.06.04.,"SK 최태원 회장 ""기존 비즈니스 모델 혁신해 사회적가치 창출 방법 찾아야""",서울 종로구 SK서린사옥 전경. 사진=SK SK그룹이 지난해 환경과 사회 분야 비즈니스 모델 혁신으로 2조원의 사회적가치(SV·Social Value)를 창출한 것을 비롯해 모두 20조원이 넘는 사회적가치를 만들어냈다. 지난 2018년부터 사회적가치 창출액을 측정해온 SK그룹이 그동안 환경·사회 분야에서 비즈니스...
2023.06.04.,"""최태원式 시스템 통했다""···SK그룹, 사회적가치 20.5조 창출","﻿최태원, 각 관계사들 'SV' 지속적 측정·관리 시스템 구축 주문 SK그룹이 지난해 환경과 사회 분야 비즈니스 모델 혁신으로 2조원의 사회적가치(SV)를 창출한 것을 비롯해 모두 20조원이 넘는 사회적가치를 만들어냈다. SK그룹은 4일 SK 주요 관계사들이 지난해 창출한 사회적가치 총액이 전년 대비..."
2023.06.04.,"SK, 환경·사회 비즈 등 혁신해 사회적가치 20.5조 창출",SK그룹이 지난해 환경과 사회 분야 비즈니스 모델 혁신으로 2조원의 사회적가치(SV·Social Value)를 창출한 것을 비롯해 모두 20조원이 넘는 사회적가치를 만들어냈다. 최태원 SK그룹 회장 2018년부터 사회적가치 창출액을 측정해온 SK그룹이 그동안 환경·사회 분야에서 비즈니스 모델을 혁신하고...
2023.06.04.,"SK ""작년 사회적가치 20조 넘어""...5년째 화폐화해 발표",SK그룹이 지난해 SK그룹에서 창출한 사회적 가치가 20조6000억원에 이른다고 4일 밝혔다. SK그룹은 2018년부터 매년 창출한 사회적 가치를 화폐화해 발표해왔다. SK그룹은 이날 주요 관계사들이 지난해 창출한 사회적 가치 총액이 전년 대비 1조6000억원(8.6%) 증가한 20조5566억원으로 집계됐다고 밝혔다. 사회적...
2023.06.05.,"SK하이닉스 ""첫 포터블 SSD 시장 호응…해외 출시 예정""","SK하이닉스의 첫 번째 소비자용 포터블(Portable) 솔리드 스테이트 드라이브(SSD) 신제품인 '비틀(Beetle) X31'이 시장에서 소비자 호응을 얻고 있다. SK하이닉스는 국내 반응에 힘입어 미국과 유럽, 아시아 지역을 포함한 해외 시장에도 신제품을 출시, 포터블 SSD 시장에서 영향력을 키우겠다는 계획을..."
2023.06.05.,"1GB 파일 1초만에 전송…SK하이닉스, 첫 포터블 SSD 선봬","소비자용 SSD '비틀 X31' 국내 출시…""안정적 발열 관리"" 53g 초경량·초소형 크기…이달 중 미국·유럽 등에서 출시 SK하이닉스가 최근 일반 소비자용 포터블 솔리드 스테이트 드라이브(SSD) 제품인 '비틀(Beetle) X31'(이하 X31)을 출시했다고 5일 밝혔다. X31은 SK하이닉스의 첫 외장형 SSD로, 순차 읽기..."
2023.06.05.,"[단독]SK하이닉스, 내년 청주에 10층 규모 ‘사무동’ 완공","SK하이닉스가 청주 사업장에 10층 규모의 복합 사무동을 건설하고, 신설 중인 M15X 팹을 포함한 신규 인력 증가에 대비한다. 이천에 남아있던 낸드 사업부 인력을 순차적으로 이곳으로 옮기는 것을 검토하며, 청주 사업장을 낸드 공급 거점으로 강화할 전망이다. 5일 업계에 따르면, SK하이닉스는 내년..."
2023.06.05.,"SK하닉, 솔리다임 쌓이는 적자…하반기는 달라질까",SK하이닉스가 솔리다임 인수 이후 '비싼 수업료'를 치르고 있다. SK하이닉스는 지난해 인텔에서 낸드플래시 사업 부문을 인수하자마자 급작스러운 반도체 업황 둔화로 영업손실이 누적되고 있다. 시장 점유율까지 떨어지며 이중고가 크다. 낸드플래시의 경우 업황 반등까지 상당 시간이 걸릴 수 있다는...
2023.06.05.,"[단독] ""노소영 제보"" vs ""완전 허위""…'SK 수사 공방' 번진 이혼소송","SK그룹 최태원 회장과 노소영 아트센터나비 관장이 1조원대 이혼 소송을 하고 있죠. 이 과정에서 2011년에 있었던 SK그룹에 대한 검찰 수사가 노 관장의 제보로 시작됐단 주장이 나왔습니다. 최 회장 측이 결혼 생활을 지속하려는 노 관장의 의지가 없었다는 근거로 댄 건데요, 노 관장 측은 이혼의 책임을 돌리기..."
2023.06.05.,"“SK하이닉스, DDR5 수요 증가 덕분에 good~”...신한證 목표가↑ [오늘, 이 ...","신한투자증권은 6월 5일 SK하이닉스에 대해 AI용 서버에 들어가는 DDR5 효과로 인해 긍정적인 전망치가 나오고 있다며 투자의견 ‘매수’를... 고 애널리스트는 “32GB, 64GB 등에서도 1a ㎚ 기준 가장 안정적인 수율이 확인되며 차세대 1b ㎚ 준비도 앞서 있다”며 “2024년까지 SK하이닉스의 DDR5..."
2023.06.05.,"SK에코 자회사 테스, '2023 SEAL 지속가능 비즈니스 어워드' 수상",뉴데일리 성재용 기자 = SK에코플랜트 자회사인 싱가포르 테스(TES-AMM)가 폐배터리 리사이클링 기술력을 국제적으로 다시 한번 인정받았다. 5일 SK에코플랜트에 따르면 테스가 '2023 SEAL 지속가능 비즈니스 어워즈(Sustainable Business Awards)'에서 '지속가능 혁신(Sustainable Innovation)' 분야...
