날짜,제목,내용
2023.06.03.,"6월 첫째 주, 마켓PRO 핫종목·주요 이슈 5분 완벽정리 [위클리 리뷰]","한화에어로스페이스, JYP엔터(JYP Ent), 두산밥캣 등이 최근 기관 투자자가 많이 순매도하는 가운데, 올해 실적 전망치가 상향된 종목으로 꼽혔습니다. 앞서 한경 마켓PRO는 <컨센서스와 수익률은 별개…최근 3년간 코스피 대비 승률 3분의2>를 통해 증권가 전망치 평균인 컨센서스와 주가 사이 상관관계가..."
2023.06.03.,자산운용업계 ‘우주전쟁’ 본격화…한투운용도 참전,실제 이번 누리호 3차 발사까지는 과학기술정보통신부 산하 한국항공우주연구원(항우연)과 한국항공우주가 프로젝트를 주관했지만 오는 2025~2027년 이어질 4~6차 발사는 민간 업체인 한화에어로스페이스가 항우연의 기술을 전수 받아 주도하게 된다. 이에 업계에서는 아직 국내 우주산업이 초기...
2023.06.03.,"고흥·보성·장흥·강진선거구, 22대 총선 전남 최대 격전지 '부상'","지역정가 관계자는 ""유력 도전자들이 보성 출신인 반면, 현 김승남 의원은 선거구에서 가장 인구가 많은 고흥 출신인 점이 지역 대결 구도에서 이점으로 작용할 것 같다""면서도 ""고흥이 우주발사장인 나로우주센터가 있음에도 최근 한화에어로스페이스가 우주발사체 단 조립장을 순천으로 결정, 지역 최대..."
2023.06.04.,"'K-조선' 양대산맥 한화-HD현대, 부산 벡스코서 맞붙는다","먼저 이번 행사에서 한화그룹은 한화오션을 비롯해 한화시스템, 한화에어로스페이스 등 주력 계열사들이 나란히 부스를 꾸린다. 이를 통해 한화그룹의 전투체계부터 잠수함, 수상함으로 이어지는 한국 방위산업을 한 눈에 확인할 수 있을 것으로 전망된다. 이번 전시회에서 한화오션은 잠수함과 함께..."
2023.06.04.,"한화그룹, 국립대전현충원 봉사활동","▲ 한화커뮤니케이션위원회 김신연 사장을 비롯해 한화 에어로스페이스 대전사업장, 한화 에어로스페이스 PGM 연구소, 한화갤러리아타임월드, 한화이글스 등 대전, 충청지역 15개 계열사 임직원 70여 명이 지난 2일 국립대전현충원을 찾아 현충탑을 참배하고 묘역 정화 활동과 태극기 꽂기 등 봉사활동을 펼치고..."
2023.06.04.,"SK-효성-한화, '호국보훈' 지원",한화그룹 방산계열사인 한화에어로스페이스와 한화시스템은 정전 70주년과 6월 호국보훈의 달을 맞아 양사 대표를 비롯한 임직원 80여명이 서울 동작구 국립서울현충원을 찾아 참배와 묘역 정화 활동을 실시했다. 한화그룹은 2011년 국립서울현충원과 자매결연을 한 이후 매년 임직원의 참배와 묘역...
2023.06.04.,호국영령을 기억하고 헌신에 보답하는 '한화·LIG',"한화에어로스페이스, 한화시스템 등 한화그룹 방위산업 계열사들은 최근 서울 동작구 국립서울현충원을 찾아 참배와 묘역정화활동을 했다. 올해 13년째 이어오는 참배와 묘역정화활동은 한화그룹의 대표 '호국사회공헌'이다. 한화는 현충원 참배 이외에도 국가유공자를 위한 주거환경개선 작업, 보훈 성금..."
2023.06.04.,[코스피] 외국인 순매수 TOP5 삼성전자·LG화학·메리츠금융지주·SK아이이테...,"그밖에 외국인 순매수 상위는 코스모신소재 189억규모, 한화에어로스페이스 181억규모, SKC 151억규모, 한국항공우주 119억규모, 현대차 116억규모 등으로 나타났다. 한국거래소에 따르면 2일 코스피는 전 거래일 대비 32.19포인트(1.25%) 오른 2601.36에 장을 마쳤다. 외국인과 기관은 각각..."
2023.06.04.,"[따로 또 같이]② 김동관·정기선, 선도자로 경쟁자로…에너지·조선·우주 경...","■ 한화에어로스페이스, 누리호 3차 발사 체계종합서 두각 한화와 HD현대는 우주 산업에서 각 분야에서 전문성을 갖고 경쟁과 협력을 하고 있다. 최근 한화에어로스페이스는 누리호 3차 발사 성공에도 핵심적인 역할을 했다. 이번 발사에서 ‘체계종합기업’으로 참여해 제작 총괄 관리를 담당했다. 앞서..."
2023.06.04.,"육군 유일의 도하단, 20년만에 부활…자주도하장비 전력화[김관용의 軍界一學...",한화에어로스페이스는 도하장비 분야 원천기술을 보유한 독일의 GDELS의 M3 자주도하장비 기술을 이전 받아 한국형 자주도하장비 ‘M3K’를 국내 생산합니다. 내년 도하단에 납품될 예정입니다. 도하단이 운용하게 될 M3는 독일·영국·대만·싱가폴·인도네시아 등에서 운용하고 있는 검증된 장비입니다. 특히...
2023.06.04.,"“K-방산, 해양으로” 최첨단 신기술, ‘스마트 해군’ 이끈다 [비즈360]",한화시스템과 한화에어로스페이스도 대규모 부스를 차린다. 세 곳의 전시부스를 합하면 한화그룹은 민간 참가업체들 가운데 가장 큰 전시 규모를 자랑하게 된다. 한화시스템은 이번 전시회에서 ▷저궤도 통신위성을 기반으로 한 해양무인체계 ▷함정 전투체계 ▷안티드론 시스템 등의 역량을 중점적으로...
2023.06.04.,"재계, 너도나도 이차전지 '참전'···이종결합도 '오케이'","한화그룹의 방위산업 분야를 책임지는 한화에어로스페이스 역시 이차전지 수명을 연장하는 정밀 나노 코팅 기술을 보유한 미국 스타트업에 투자를 결정하는 등 관련 기술 확보에 적극 대응하고 있다. 이들은 도심항공모빌리티(UAM)는 물론 잠수함, 민간선박 등에 친환경동력체계 및 에너지 저장장치(ESS)..."
2023.06.05.,수십조원 규모 해외 정부 잠수함 프로젝트…한화오션 수주 기대감 ↑,"한화에어로스페이스는 2022년 8월 폴란드 정부와 2026년까지 K-9 자주포 212문을 수출하는 계약을 맺었고, 같은 해 10월 초도 물량 24문 납품을 시작했다. 지난해 11월에도 폴란드 정부와 다연장로켓 천무의 수출 계약을 체결하면서, 지난해에만 폴란드 수출 물량이 8조원을 넘어섰다. 폴란드 국영 방위산업체 PGZ의..."
2023.06.05.,한화오션 MADEX 2023 참가…구축함 등 4종 선보여,"MADEX는 방산업체의 홍보와 수출진흥을 위해 격년으로 부산에서 열리는 전시회로 한화오션은 한화에어로스페이스, 한화시스템 등 한화그룹의 방산계열사와 함께 한다. 한화오션은 출범 이후 처음으로 참여하는 이번 전시회에서 총 4종의 수상함을 전시한다고 밝혔다. 전시될 수상함은 울산급 Batch-III..."
2023.06.05.,"한화오션, 국제해양방위산업전서 구축함 등 수상함 4종 전시",한화시스템·한화에어로스페이스도 참여 한화오션(옛 대우조선해양)은 오는 7일부터 부산 벡스코에서 열리는 제13회 국제해양방위산업전(MADEX 2023)에서 4종의 수상함을 전시한다고 5일 밝혔다. 한화오션이 지난달 23일 출범한 이후 산업전시 참여는 이번이 처음이다. 전시하는 수상함은 울산급 Batch-Ⅲ...
2023.06.05.,"HD현대중공업 vs 한화오션, MADEX 2023서 방산 기술력 경쟁","특히, 한화오션은 한화에어로스페이스, 한화시스템 등 방산계열사와 함께 참여해 한화그룹 전체의 방산 시너지를 소개한다는 계획이다. 한화에어로스페이스는 잠수함·선박용 리튬전지체계와 함정용 가스터빈 엔진을 주력으로 전시해 '해양 전기추진체계 솔루션 프로바이더'로서의 비전을 공개한다...."
2023.06.05.,"[더벨]한화오션, 대조양 출신 11명 빼고 임원진 교체",신상헌 전무는 1969년생으로 한화큐셀을 거쳐 2018년부터 최근까지 한화에어로스페이스에서 근무했다. 기획실 실장을 거쳐 군수항공사업본부 군수엔진사업부 사업부장을 지냈다. 한화오션에서는 FLNG(부유식 액화천연가스 생산 설비) 등 해양플랜트 사업을 담당하는 해양사업부를 이끈다. 반춘장 전무는...
2023.06.05.,대우조선 품은 한화… ‘한국판 록히드마틴’ 비전,"한화에어로스페이스와 (주)한화, 한화디펜스 등 3개 회사에 분산됐던 방산사업을 한화에어로스페이스로 통합했다. 방산사업 통합으로 경영 효율성과 전문성을 강화하고 2030년까지 ‘글로벌 방산 톱10’으로 키워 ‘한국판 록히드마틴’이 되겠다는 비전을 제시했다. 한화의 해양첨단시스템 기술을..."
2023.06.05.,한국 찾은 폴란드 국방장관…한화·KAI 회동 예정,"구체적으로 작년 7월 27일 한화에어로스페이스·현대로템과 K9 자주포와 K2 전차를 구매하는 기본계약을 체결했다. 한화에어로스페이스로부터 K9 자주포 212문, 현대로템으로부터 K2 전차 180대를 공급받기로 했다. 계약 규모는 각각 24억 달러(약 3조1660억원)와 33억7000만 달러(약 4조4450억원)이다. KAI와는..."
